NGO_ID,NGO_Name,Country,Sector,Focus_Area
465,Global Impact Foundation 465,UAE,Health,Policy Advocacy
466,Global Impact Foundation 466,UAE,Women Empowerment,Policy Advocacy
467,Global Impact Foundation 467,Australia,Human Rights,Skill Development
468,Global Impact Foundation 468,UAE,Environment,Disaster Relief
469,Global Impact Foundation 469,Germany,Education,Community Health
470,Global Impact Foundation 470,Australia,Child Welfare,Community Health
471,Global Impact Foundation 471,Brazil,Health,Rural Development
472,Global Impact Foundation 472,Kenya,Human Rights,Urban Support
473,Global Impact Foundation 473,UAE,Health,Community Health
474,Global Impact Foundation 474,Kenya,Women Empowerment,Disaster Relief
475,Global Impact Foundation 475,USA,Education,Disaster Relief
476,Global Impact Foundation 476,Brazil,Child Welfare,Community Health
477,Global Impact Foundation 477,Kenya,Human Rights,Disaster Relief
478,Global Impact Foundation 478,USA,Poverty Relief,Urban Support
479,Global Impact Foundation 479,India,Environment,Policy Advocacy
480,Global Impact Foundation 480,South Africa,Education,Policy Advocacy
481,Global Impact Foundation 481,Kenya,Poverty Relief,Skill Development
482,Global Impact Foundation 482,Germany,Poverty Relief,Skill Development
483,Global Impact Foundation 483,South Africa,Poverty Relief,Community Health
484,Global Impact Foundation 484,India,Child Welfare,Rural Development
485,Global Impact Foundation 485,Kenya,Poverty Relief,Urban Support
486,Global Impact Foundation 486,Australia,Health,Disaster Relief
487,Global Impact Foundation 487,Canada,Education,Disaster Relief
488,Global Impact Foundation 488,South Africa,Environment,Skill Development
489,Global Impact Foundation 489,USA,Women Empowerment,Policy Advocacy
490,Global Impact Foundation 490,Kenya,Education,Policy Advocacy
491,Global Impact Foundation 491,UAE,Women Empowerment,Disaster Relief
492,Global Impact Foundation 492,Australia,Health,Urban Support
493,Global Impact Foundation 493,India,Poverty Relief,Disaster Relief
494,Global Impact Foundation 494,India,Women Empowerment,Skill Development
495,Global Impact Foundation 495,USA,Environment,Urban Support
496,Global Impact Foundation 496,Brazil,Environment,Disaster Relief
497,Global Impact Foundation 497,Australia,Women Empowerment,Skill Development
498,Global Impact Foundation 498,UK,Environment,Policy Advocacy
499,Global Impact Foundation 499,UAE,Human Rights,Skill Development
500,Global Impact Foundation 500,UAE,Education,Skill Development
501,Global Impact Foundation 501,Kenya,Poverty Relief,Rural Development
502,Global Impact Foundation 502,USA,Environment,Urban Support
503,Global Impact Foundation 503,Brazil,Education,Urban Support
504,Global Impact Foundation 504,India,Child Welfare,Skill Development
505,Global Impact Foundation 505,Kenya,Environment,Urban Support
506,Global Impact Foundation 506,Canada,Human Rights,Urban Support
507,Global Impact Foundation 507,UK,Child Welfare,Urban Support
508,Global Impact Foundation 508,Kenya,Child Welfare,Policy Advocacy
509,Global Impact Foundation 509,Germany,Environment,Disaster Relief
510,Global Impact Foundation 510,Germany,Human Rights,Policy Advocacy
511,Global Impact Foundation 511,UK,Education,Rural Development
512,Global Impact Foundation 512,USA,Health,Skill Development
513,Global Impact Foundation 513,UAE,Education,Disaster Relief
514,Global Impact Foundation 514,UK,Environment,Skill Development
515,Global Impact Foundation 515,UAE,Education,Urban Support
516,Global Impact Foundation 516,UK,Health,Skill Development
517,Global Impact Foundation 517,Canada,Education,Skill Development
518,Global Impact Foundation 518,UK,Education,Disaster Relief
519,Global Impact Foundation 519,Canada,Education,Disaster Relief
520,Global Impact Foundation 520,Germany,Education,Rural Development
521,Global Impact Foundation 521,Kenya,Health,Policy Advocacy
522,Global Impact Foundation 522,Australia,Health,Community Health
523,Global Impact Foundation 523,USA,Health,Skill Development
524,Global Impact Foundation 524,Canada,Women Empowerment,Rural Development
525,Global Impact Foundation 525,Australia,Women Empowerment,Disaster Relief
526,Global Impact Foundation 526,UK,Environment,Skill Development
527,Global Impact Foundation 527,UK,Health,Community Health
528,Global Impact Foundation 528,Australia,Women Empowerment,Skill Development
529,Global Impact Foundation 529,Kenya,Human Rights,Community Health
530,Global Impact Foundation 530,South Africa,Poverty Relief,Community Health
531,Global Impact Foundation 531,UAE,Health,Community Health
532,Global Impact Foundation 532,India,Environment,Skill Development
533,Global Impact Foundation 533,Germany,Women Empowerment,Rural Development
534,Global Impact Foundation 534,UK,Women Empowerment,Policy Advocacy
535,Global Impact Foundation 535,Germany,Child Welfare,Rural Development
536,Global Impact Foundation 536,UK,Health,Policy Advocacy
537,Global Impact Foundation 537,UK,Women Empowerment,Disaster Relief
538,Global Impact Foundation 538,UAE,Child Welfare,Urban Support
539,Global Impact Foundation 539,Germany,Health,Community Health
540,Global Impact Foundation 540,Australia,Education,Skill Development
541,Global Impact Foundation 541,USA,Poverty Relief,Disaster Relief
542,Global Impact Foundation 542,Australia,Poverty Relief,Rural Development
543,Global Impact Foundation 543,Brazil,Poverty Relief,Policy Advocacy
544,Global Impact Foundation 544,UAE,Health,Community Health
545,Global Impact Foundation 545,Brazil,Poverty Relief,Skill Development
546,Global Impact Foundation 546,Brazil,Human Rights,Urban Support
547,Global Impact Foundation 547,South Africa,Women Empowerment,Policy Advocacy
548,Global Impact Foundation 548,Germany,Health,Policy Advocacy
549,Global Impact Foundation 549,UAE,Health,Disaster Relief
550,Global Impact Foundation 550,South Africa,Human Rights,Urban Support
551,Global Impact Foundation 551,South Africa,Child Welfare,Rural Development
552,Global Impact Foundation 552,Australia,Education,Disaster Relief
553,Global Impact Foundation 553,Australia,Environment,Skill Development
554,Global Impact Foundation 554,UAE,Education,Urban Support
555,Global Impact Foundation 555,Australia,Women Empowerment,Policy Advocacy
556,Global Impact Foundation 556,Kenya,Poverty Relief,Community Health
557,Global Impact Foundation 557,Canada,Human Rights,Disaster Relief
558,Global Impact Foundation 558,USA,Health,Rural Development
559,Global Impact Foundation 559,India,Poverty Relief,Disaster Relief
560,Global Impact Foundation 560,Germany,Education,Rural Development
561,Global Impact Foundation 561,Brazil,Poverty Relief,Urban Support
562,Global Impact Foundation 562,Germany,Environment,Disaster Relief
563,Global Impact Foundation 563,South Africa,Health,Policy Advocacy
564,Global Impact Foundation 564,South Africa,Child Welfare,Skill Development
565,Global Impact Foundation 565,Germany,Environment,Rural Development
566,Global Impact Foundation 566,UAE,Women Empowerment,Urban Support
567,Global Impact Foundation 567,Kenya,Poverty Relief,Community Health
568,Global Impact Foundation 568,Brazil,Education,Urban Support
569,Global Impact Foundation 569,Canada,Women Empowerment,Policy Advocacy
570,Global Impact Foundation 570,Germany,Environment,Urban Support
571,Global Impact Foundation 571,Germany,Human Rights,Rural Development
572,Global Impact Foundation 572,Canada,Environment,Urban Support
573,Global Impact Foundation 573,South Africa,Health,Skill Development
574,Global Impact Foundation 574,Australia,Child Welfare,Rural Development
575,Global Impact Foundation 575,Brazil,Human Rights,Policy Advocacy
576,Global Impact Foundation 576,India,Environment,Disaster Relief
577,Global Impact Foundation 577,Brazil,Child Welfare,Policy Advocacy
578,Global Impact Foundation 578,Australia,Human Rights,Policy Advocacy
579,Global Impact Foundation 579,UAE,Women Empowerment,Policy Advocacy
580,Global Impact Foundation 580,UK,Health,Urban Support
581,Global Impact Foundation 581,UAE,Health,Community Health
582,Global Impact Foundation 582,UK,Health,Skill Development
583,Global Impact Foundation 583,UAE,Education,Skill Development
584,Global Impact Foundation 584,Germany,Education,Skill Development
585,Global Impact Foundation 585,India,Environment,Policy Advocacy
586,Global Impact Foundation 586,Australia,Environment,Disaster Relief
587,Global Impact Foundation 587,Germany,Women Empowerment,Rural Development
588,Global Impact Foundation 588,USA,Child Welfare,Skill Development
589,Global Impact Foundation 589,Canada,Child Welfare,Urban Support
590,Global Impact Foundation 590,Australia,Poverty Relief,Rural Development
591,Global Impact Foundation 591,South Africa,Human Rights,Disaster Relief
592,Global Impact Foundation 592,USA,Health,Policy Advocacy
593,Global Impact Foundation 593,Germany,Poverty Relief,Urban Support
594,Global Impact Foundation 594,India,Women Empowerment,Rural Development
595,Global Impact Foundation 595,UK,Health,Community Health
596,Global Impact Foundation 596,Brazil,Poverty Relief,Community Health
597,Global Impact Foundation 597,Kenya,Women Empowerment,Skill Development
598,Global Impact Foundation 598,Brazil,Environment,Skill Development
599,Global Impact Foundation 599,South Africa,Human Rights,Policy Advocacy
600,Global Impact Foundation 600,India,Child Welfare,Community Health
601,Global Impact Foundation 601,UK,Education,Rural Development
602,Global Impact Foundation 602,Canada,Poverty Relief,Disaster Relief
603,Global Impact Foundation 603,Brazil,Education,Disaster Relief
604,Global Impact Foundation 604,UK,Education,Urban Support
605,Global Impact Foundation 605,South Africa,Education,Rural Development
606,Global Impact Foundation 606,USA,Health,Disaster Relief
607,Global Impact Foundation 607,UK,Environment,Community Health
608,Global Impact Foundation 608,UK,Human Rights,Policy Advocacy
609,Global Impact Foundation 609,UAE,Poverty Relief,Urban Support
610,Global Impact Foundation 610,Australia,Education,Skill Development
611,Global Impact Foundation 611,Canada,Health,Community Health
612,Global Impact Foundation 612,South Africa,Women Empowerment,Community Health
613,Global Impact Foundation 613,Kenya,Human Rights,Policy Advocacy
614,Global Impact Foundation 614,UAE,Women Empowerment,Urban Support
615,Global Impact Foundation 615,Kenya,Health,Skill Development
616,Global Impact Foundation 616,Kenya,Women Empowerment,Disaster Relief
617,Global Impact Foundation 617,Canada,Education,Skill Development
618,Global Impact Foundation 618,UAE,Environment,Urban Support
619,Global Impact Foundation 619,Kenya,Child Welfare,Community Health
620,Global Impact Foundation 620,UAE,Child Welfare,Policy Advocacy
621,Global Impact Foundation 621,UK,Women Empowerment,Policy Advocacy
622,Global Impact Foundation 622,USA,Poverty Relief,Community Health
623,Global Impact Foundation 623,Germany,Human Rights,Skill Development
624,Global Impact Foundation 624,USA,Child Welfare,Urban Support
625,Global Impact Foundation 625,South Africa,Health,Skill Development
626,Global Impact Foundation 626,Kenya,Education,Rural Development
627,Global Impact Foundation 627,South Africa,Women Empowerment,Community Health
628,Global Impact Foundation 628,UK,Health,Policy Advocacy
629,Global Impact Foundation 629,USA,Poverty Relief,Urban Support
630,Global Impact Foundation 630,India,Human Rights,Policy Advocacy
631,Global Impact Foundation 631,UK,Child Welfare,Disaster Relief
632,Global Impact Foundation 632,Germany,Education,Urban Support
633,Global Impact Foundation 633,India,Health,Skill Development
634,Global Impact Foundation 634,Australia,Human Rights,Urban Support
635,Global Impact Foundation 635,Canada,Women Empowerment,Urban Support
636,Global Impact Foundation 636,Australia,Human Rights,Skill Development
637,Global Impact Foundation 637,USA,Women Empowerment,Skill Development
638,Global Impact Foundation 638,Australia,Environment,Community Health
639,Global Impact Foundation 639,South Africa,Education,Disaster Relief
640,Global Impact Foundation 640,UAE,Human Rights,Disaster Relief
641,Global Impact Foundation 641,Brazil,Health,Rural Development
642,Global Impact Foundation 642,Germany,Poverty Relief,Rural Development
643,Global Impact Foundation 643,Germany,Poverty Relief,Disaster Relief
644,Global Impact Foundation 644,Australia,Environment,Policy Advocacy
645,Global Impact Foundation 645,Kenya,Women Empowerment,Urban Support
646,Global Impact Foundation 646,India,Child Welfare,Disaster Relief
647,Global Impact Foundation 647,Germany,Health,Skill Development
648,Global Impact Foundation 648,UAE,Poverty Relief,Rural Development
649,Global Impact Foundation 649,Brazil,Human Rights,Community Health
650,Global Impact Foundation 650,Germany,Education,Rural Development
651,Global Impact Foundation 651,Germany,Health,Urban Support
652,Global Impact Foundation 652,Brazil,Human Rights,Skill Development
653,Global Impact Foundation 653,Kenya,Women Empowerment,Urban Support
654,Global Impact Foundation 654,Canada,Education,Community Health
655,Global Impact Foundation 655,Canada,Poverty Relief,Urban Support
656,Global Impact Foundation 656,Canada,Women Empowerment,Skill Development
657,Global Impact Foundation 657,India,Health,Skill Development
