NGO_ID,NGO_Name,Country,Sector,Focus_Area,Website,Email,Priority_Level,Startup_Relevance_Tag
194,Global Impact Foundation 194,Canada,Poverty Relief,Community Health,www.globalimpactfoundation194.org,contact@globalimpactfoundation194.org,Medium,Pilot Testing
195,Global Impact Foundation 195,India,Human Rights,Rural Development,www.globalimpactfoundation195.ngo,contact@globalimpactfoundation195.org,High,Funding
196,Global Impact Foundation 196,Germany,Child Welfare,Rural Development,www.globalimpactfoundation196.global,contact@globalimpactfoundation196.global,Medium,Outreach
197,Global Impact Foundation 197,Kenya,Child Welfare,Skill Development,www.globalimpactfoundation197.org,contact@globalimpactfoundation197.ngo,Low,Funding
198,Global Impact Foundation 198,UAE,Education,Policy Advocacy,www.globalimpactfoundation198.ngo,contact@globalimpactfoundation198.global,High,Partnership
199,Global Impact Foundation 199,Kenya,Human Rights,Disaster Relief,www.globalimpactfoundation199.ngo,contact@globalimpactfoundation199.ngo,High,Partnership
200,Global Impact Foundation 200,USA,Women Empowerment,Community Health,www.globalimpactfoundation200.org,contact@globalimpactfoundation200.global,Low,Partnership
201,Global Impact Foundation 201,India,Child Welfare,Urban Support,www.globalimpactfoundation201.ngo,contact@globalimpactfoundation201.org,High,Funding
202,Global Impact Foundation 202,India,Women Empowerment,Disaster Relief,www.globalimpactfoundation202.global,contact@globalimpactfoundation202.org,High,Funding
203,Global Impact Foundation 203,USA,Child Welfare,Skill Development,www.globalimpactfoundation203.org,contact@globalimpactfoundation203.foundation,Medium,Funding
204,Global Impact Foundation 204,USA,Child Welfare,Community Health,www.globalimpactfoundation204.ngo,contact@globalimpactfoundation204.foundation,Low,Outreach
205,Global Impact Foundation 205,Brazil,Environment,Urban Support,www.globalimpactfoundation205.global,contact@globalimpactfoundation205.org,High,Funding
206,Global Impact Foundation 206,Canada,Poverty Relief,Urban Support,www.globalimpactfoundation206.ngo,contact@globalimpactfoundation206.org,Low,Partnership
207,Global Impact Foundation 207,UK,Child Welfare,Community Health,www.globalimpactfoundation207.global,contact@globalimpactfoundation207.global,High,Funding
208,Global Impact Foundation 208,Canada,Women Empowerment,Policy Advocacy,www.globalimpactfoundation208.org,contact@globalimpactfoundation208.org,Medium,Pilot Testing
209,Global Impact Foundation 209,Canada,Environment,Urban Support,www.globalimpactfoundation209.global,contact@globalimpactfoundation209.org,High,Pilot Testing
210,Global Impact Foundation 210,Brazil,Education,Rural Development,www.globalimpactfoundation210.ngo,contact@globalimpactfoundation210.global,High,Funding
211,Global Impact Foundation 211,India,Human Rights,Rural Development,www.globalimpactfoundation211.global,contact@globalimpactfoundation211.ngo,Low,Funding
212,Global Impact Foundation 212,UAE,Human Rights,Disaster Relief,www.globalimpactfoundation212.ngo,contact@globalimpactfoundation212.ngo,Low,Partnership
213,Global Impact Foundation 213,India,Poverty Relief,Community Health,www.globalimpactfoundation213.ngo,contact@globalimpactfoundation213.global,High,Pilot Testing
214,Global Impact Foundation 214,Kenya,Environment,Skill Development,www.globalimpactfoundation214.org,contact@globalimpactfoundation214.ngo,High,Partnership
215,Global Impact Foundation 215,UK,Education,Skill Development,www.globalimpactfoundation215.ngo,contact@globalimpactfoundation215.org,Medium,Pilot Testing
216,Global Impact Foundation 216,UK,Women Empowerment,Policy Advocacy,www.globalimpactfoundation216.global,contact@globalimpactfoundation216.global,High,Funding
217,Global Impact Foundation 217,Brazil,Child Welfare,Skill Development,www.globalimpactfoundation217.ngo,contact@globalimpactfoundation217.ngo,Medium,Funding
218,Global Impact Foundation 218,USA,Education,Skill Development,www.globalimpactfoundation218.global,contact@globalimpactfoundation218.ngo,Low,Pilot Testing
219,Global Impact Foundation 219,UK,Poverty Relief,Rural Development,www.globalimpactfoundation219.ngo,contact@globalimpactfoundation219.org,Low,Partnership
220,Global Impact Foundation 220,USA,Human Rights,Community Health,www.globalimpactfoundation220.org,contact@globalimpactfoundation220.org,Medium,Funding
221,Global Impact Foundation 221,Kenya,Child Welfare,Community Health,www.globalimpactfoundation221.foundation,contact@globalimpactfoundation221.org,Low,Outreach
222,Global Impact Foundation 222,UAE,Poverty Relief,Skill Development,www.globalimpactfoundation222.global,contact@globalimpactfoundation222.ngo,Medium,Pilot Testing
223,Global Impact Foundation 223,UK,Health,Disaster Relief,www.globalimpactfoundation223.ngo,contact@globalimpactfoundation223.org,High,Partnership
224,Global Impact Foundation 224,Australia,Child Welfare,Policy Advocacy,www.globalimpactfoundation224.org,contact@globalimpactfoundation224.org,Medium,Pilot Testing
225,Global Impact Foundation 225,India,Human Rights,Community Health,www.globalimpactfoundation225.foundation,contact@globalimpactfoundation225.ngo,Low,Outreach
226,Global Impact Foundation 226,USA,Health,Policy Advocacy,www.globalimpactfoundation226.global,contact@globalimpactfoundation226.foundation,Medium,Funding
227,Global Impact Foundation 227,Brazil,Environment,Rural Development,www.globalimpactfoundation227.ngo,contact@globalimpactfoundation227.org,Medium,Outreach
228,Global Impact Foundation 228,South Africa,Women Empowerment,Skill Development,www.globalimpactfoundation228.global,contact@globalimpactfoundation228.global,High,Outreach
229,Global Impact Foundation 229,South Africa,Women Empowerment,Disaster Relief,www.globalimpactfoundation229.foundation,contact@globalimpactfoundation229.ngo,Medium,Outreach
230,Global Impact Foundation 230,Canada,Health,Policy Advocacy,www.globalimpactfoundation230.ngo,contact@globalimpactfoundation230.org,Medium,Partnership
231,Global Impact Foundation 231,South Africa,Women Empowerment,Disaster Relief,www.globalimpactfoundation231.foundation,contact@globalimpactfoundation231.org,Low,Outreach
232,Global Impact Foundation 232,India,Women Empowerment,Community Health,www.globalimpactfoundation232.ngo,contact@globalimpactfoundation232.org,High,Outreach
233,Global Impact Foundation 233,Australia,Poverty Relief,Skill Development,www.globalimpactfoundation233.foundation,contact@globalimpactfoundation233.ngo,Low,Pilot Testing
234,Global Impact Foundation 234,Canada,Child Welfare,Policy Advocacy,www.globalimpactfoundation234.org,contact@globalimpactfoundation234.global,Low,Partnership
235,Global Impact Foundation 235,South Africa,Women Empowerment,Community Health,www.globalimpactfoundation235.global,contact@globalimpactfoundation235.org,High,Funding
236,Global Impact Foundation 236,UK,Poverty Relief,Rural Development,www.globalimpactfoundation236.org,contact@globalimpactfoundation236.global,Low,Pilot Testing
237,Global Impact Foundation 237,Australia,Poverty Relief,Rural Development,www.globalimpactfoundation237.ngo,contact@globalimpactfoundation237.org,High,Partnership
238,Global Impact Foundation 238,Canada,Environment,Urban Support,www.globalimpactfoundation238.ngo,contact@globalimpactfoundation238.global,Medium,Funding
239,Global Impact Foundation 239,Brazil,Environment,Rural Development,www.globalimpactfoundation239.foundation,contact@globalimpactfoundation239.foundation,Medium,Partnership
240,Global Impact Foundation 240,Canada,Health,Urban Support,www.globalimpactfoundation240.global,contact@globalimpactfoundation240.foundation,Medium,Partnership
241,Global Impact Foundation 241,Germany,Education,Skill Development,www.globalimpactfoundation241.ngo,contact@globalimpactfoundation241.foundation,Low,Pilot Testing
242,Global Impact Foundation 242,Canada,Child Welfare,Disaster Relief,www.globalimpactfoundation242.global,contact@globalimpactfoundation242.org,High,Outreach
243,Global Impact Foundation 243,Australia,Education,Skill Development,www.globalimpactfoundation243.global,contact@globalimpactfoundation243.ngo,High,Partnership
244,Global Impact Foundation 244,South Africa,Poverty Relief,Community Health,www.globalimpactfoundation244.ngo,contact@globalimpactfoundation244.ngo,Low,Funding
245,Global Impact Foundation 245,India,Human Rights,Rural Development,www.globalimpactfoundation245.foundation,contact@globalimpactfoundation245.org,Medium,Partnership
246,Global Impact Foundation 246,Canada,Environment,Urban Support,www.globalimpactfoundation246.global,contact@globalimpactfoundation246.global,Medium,Outreach
247,Global Impact Foundation 247,Germany,Women Empowerment,Disaster Relief,www.globalimpactfoundation247.global,contact@globalimpactfoundation247.ngo,High,Outreach
248,Global Impact Foundation 248,India,Poverty Relief,Policy Advocacy,www.globalimpactfoundation248.org,contact@globalimpactfoundation248.foundation,Low,Partnership
249,Global Impact Foundation 249,Kenya,Education,Disaster Relief,www.globalimpactfoundation249.global,contact@globalimpactfoundation249.global,Medium,Outreach
250,Global Impact Foundation 250,UAE,Poverty Relief,Urban Support,www.globalimpactfoundation250.global,contact@globalimpactfoundation250.org,Medium,Funding
251,Global Impact Foundation 251,Australia,Women Empowerment,Disaster Relief,www.globalimpactfoundation251.global,contact@globalimpactfoundation251.org,Medium,Pilot Testing
252,Global Impact Foundation 252,Australia,Child Welfare,Skill Development,www.globalimpactfoundation252.org,contact@globalimpactfoundation252.foundation,High,Pilot Testing
253,Global Impact Foundation 253,South Africa,Women Empowerment,Policy Advocacy,www.globalimpactfoundation253.foundation,contact@globalimpactfoundation253.org,High,Partnership
254,Global Impact Foundation 254,USA,Poverty Relief,Skill Development,www.globalimpactfoundation254.global,contact@globalimpactfoundation254.org,High,Outreach
255,Global Impact Foundation 255,Kenya,Human Rights,Disaster Relief,www.globalimpactfoundation255.org,contact@globalimpactfoundation255.ngo,Medium,Funding
256,Global Impact Foundation 256,Kenya,Health,Community Health,www.globalimpactfoundation256.ngo,contact@globalimpactfoundation256.ngo,Medium,Funding
257,Global Impact Foundation 257,Canada,Poverty Relief,Urban Support,www.globalimpactfoundation257.global,contact@globalimpactfoundation257.global,High,Partnership
258,Global Impact Foundation 258,India,Poverty Relief,Disaster Relief,www.globalimpactfoundation258.global,contact@globalimpactfoundation258.org,High,Partnership
259,Global Impact Foundation 259,Australia,Health,Disaster Relief,www.globalimpactfoundation259.org,contact@globalimpactfoundation259.global,Medium,Pilot Testing
260,Global Impact Foundation 260,Germany,Poverty Relief,Urban Support,www.globalimpactfoundation260.foundation,contact@globalimpactfoundation260.foundation,High,Partnership
261,Global Impact Foundation 261,South Africa,Environment,Policy Advocacy,www.globalimpactfoundation261.global,contact@globalimpactfoundation261.ngo,High,Pilot Testing
262,Global Impact Foundation 262,UAE,Child Welfare,Skill Development,www.globalimpactfoundation262.ngo,contact@globalimpactfoundation262.global,Medium,Funding
263,Global Impact Foundation 263,Australia,Health,Policy Advocacy,www.globalimpactfoundation263.org,contact@globalimpactfoundation263.ngo,High,Partnership
264,Global Impact Foundation 264,UAE,Child Welfare,Disaster Relief,www.globalimpactfoundation264.global,contact@globalimpactfoundation264.ngo,High,Pilot Testing
265,Global Impact Foundation 265,USA,Child Welfare,Policy Advocacy,www.globalimpactfoundation265.foundation,contact@globalimpactfoundation265.foundation,Low,Outreach
266,Global Impact Foundation 266,UAE,Women Empowerment,Urban Support,www.globalimpactfoundation266.ngo,contact@globalimpactfoundation266.global,Medium,Pilot Testing
267,Global Impact Foundation 267,Germany,Women Empowerment,Disaster Relief,www.globalimpactfoundation267.org,contact@globalimpactfoundation267.ngo,Medium,Partnership
268,Global Impact Foundation 268,Australia,Education,Policy Advocacy,www.globalimpactfoundation268.foundation,contact@globalimpactfoundation268.ngo,Low,Outreach
269,Global Impact Foundation 269,South Africa,Health,Rural Development,www.globalimpactfoundation269.org,contact@globalimpactfoundation269.foundation,Low,Partnership
270,Global Impact Foundation 270,Canada,Human Rights,Rural Development,www.globalimpactfoundation270.foundation,contact@globalimpactfoundation270.org,High,Partnership
271,Global Impact Foundation 271,Brazil,Women Empowerment,Community Health,www.globalimpactfoundation271.global,contact@globalimpactfoundation271.org,High,Funding
272,Global Impact Foundation 272,USA,Education,Community Health,www.globalimpactfoundation272.global,contact@globalimpactfoundation272.foundation,Low,Funding
273,Global Impact Foundation 273,India,Poverty Relief,Urban Support,www.globalimpactfoundation273.global,contact@globalimpactfoundation273.ngo,High,Pilot Testing
274,Global Impact Foundation 274,Brazil,Poverty Relief,Community Health,www.globalimpactfoundation274.org,contact@globalimpactfoundation274.ngo,Medium,Pilot Testing
275,Global Impact Foundation 275,UAE,Education,Policy Advocacy,www.globalimpactfoundation275.org,contact@globalimpactfoundation275.org,Medium,Funding
276,Global Impact Foundation 276,India,Health,Disaster Relief,www.globalimpactfoundation276.ngo,contact@globalimpactfoundation276.ngo,Medium,Outreach
277,Global Impact Foundation 277,Kenya,Health,Rural Development,www.globalimpactfoundation277.global,contact@globalimpactfoundation277.ngo,Medium,Outreach
278,Global Impact Foundation 278,Canada,Women Empowerment,Policy Advocacy,www.globalimpactfoundation278.global,contact@globalimpactfoundation278.org,Low,Partnership
279,Global Impact Foundation 279,Australia,Environment,Urban Support,www.globalimpactfoundation279.ngo,contact@globalimpactfoundation279.org,Low,Funding
280,Global Impact Foundation 280,Germany,Environment,Community Health,www.globalimpactfoundation280.org,contact@globalimpactfoundation280.foundation,Medium,Partnership
