village_name,problem_type,severity,affected_families,ngo_name,ngo_work,state,district,year,month,population,malaria_cases,dengue_cases,tb_cases
"Surat, Gujarat",Malaria Outbreak; Dengue Outbreak; High TB Burden; Low Immunization Coverage,Medium,206,UNICEF India,"Child immunization, nutrition, WASH (water, sanitation, hygiene), and health system strengthening",Gujarat,Surat,2023,Jan,361015,357,274,296
"Howrah, West Bengal",Malaria Outbreak; Dengue Cases; High TB Burden; Low ANC Registrations,Medium,137,UNICEF India,"Child immunization, nutrition, WASH (water, sanitation, hygiene), and health system strengthening",West Bengal,Howrah,2023,Jul,274405,366,50,203
"Mysuru, Karnataka",Malaria Outbreak; Dengue Outbreak; TB Cases; Low Institutional Deliveries,High,146,NHM,"National Health Mission — rural healthcare delivery, ASHA worker deployment, immunization",Karnataka,Mysuru,2025,Aug,69772,322,232,105
"Bengaluru, Karnataka",Malaria Cases; Dengue Cases; High TB Burden,Medium,113,NHM,"National Health Mission — rural healthcare delivery, ASHA worker deployment, immunization",Karnataka,Bengaluru,2026,Jan,152524,137,172,201
"Hubli, Karnataka",Malaria Cases; Dengue Outbreak; High TB Burden,Medium,131,UNICEF India,"Child immunization, nutrition, WASH (water, sanitation, hygiene), and health system strengthening",Karnataka,Hubli,2023,Jul,114470,98,220,273
"Vadodara, Gujarat",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,High,25,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",Gujarat,Vadodara,2024,Jul,89026,60,15,40
"Muzaffarpur, Bihar",Malaria Outbreak; Dengue Outbreak; TB Cases,Low,150,NFHS,National Family Health Survey — demographic and health indicators research,Bihar,Muzaffarpur,2025,Apr,410438,292,338,49
"Kolkata, West Bengal",Malaria Outbreak; Dengue Outbreak; High TB Burden; Low Immunization Coverage,High,246,UNICEF India,"Child immunization, nutrition, WASH (water, sanitation, hygiene), and health system strengthening",West Bengal,Kolkata,2022,Mar,495522,438,372,298
"Lucknow, Uttar Pradesh",Malaria Outbreak; Dengue Cases; High TB Burden,Medium,143,UNICEF India,"Child immunization, nutrition, WASH (water, sanitation, hygiene), and health system strengthening",Uttar Pradesh,Lucknow,2023,Aug,145402,369,28,249
"Siliguri, West Bengal",Malaria Outbreak; Dengue Cases; TB Cases; Low ANC Registrations; Low Institutional Deliveries,High,114,NFHS,National Family Health Survey — demographic and health indicators research,West Bengal,Siliguri,2026,Jul,393724,356,32,129
"Ahmedabad, Gujarat",Malaria Outbreak; Dengue Cases; High TB Burden,High,109,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Gujarat,Ahmedabad,2026,Jun,113647,234,8,249
"Siliguri, West Bengal",Malaria Cases; Dengue Cases; High TB Burden,Low,100,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",West Bengal,Siliguri,2024,Jan,205228,191,46,214
"Varanasi, Uttar Pradesh",Malaria Outbreak; Dengue Outbreak; TB Cases,Low,150,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Uttar Pradesh,Varanasi,2026,Mar,147695,415,235,26
"Coimbatore, Tamil Nadu",Malaria Cases; Dengue Outbreak; High TB Burden; Low Immunization Coverage,High,168,CARE India,"Maternal & child health, nutrition, water & sanitation programs",Tamil Nadu,Coimbatore,2026,Jun,443279,100,397,262
"Ahmedabad, Gujarat",Malaria Cases; Dengue Outbreak; TB Cases,Medium,113,NFHS,National Family Health Survey — demographic and health indicators research,Gujarat,Ahmedabad,2023,Feb,136088,84,287,141
"Mumbai, Maharashtra",Malaria Cases; Dengue Outbreak; TB Cases; Low ANC Registrations; Low Institutional Deliveries,Medium,106,HMIS,Government health data collection and reporting (Health Management Information System),Maharashtra,Mumbai,2024,Jul,73456,149,322,6
"Bengaluru, Karnataka",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage; Low Institutional Deliveries,Medium,68,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",Karnataka,Bengaluru,2022,Aug,478510,56,190,63
"Lucknow, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage; Low Institutional Deliveries,Medium,76,UNICEF India,"Child immunization, nutrition, WASH (water, sanitation, hygiene), and health system strengthening",Uttar Pradesh,Lucknow,2022,Jun,103957,29,182,132
"Muzaffarpur, Bihar",Malaria Cases; Dengue Cases; High TB Burden,Low,77,NHM,"National Health Mission — rural healthcare delivery, ASHA worker deployment, immunization",Bihar,Muzaffarpur,2023,Feb,476730,13,82,254
"Agra, Uttar Pradesh",Malaria Outbreak; Dengue Outbreak; High TB Burden; Low Immunization Coverage,Medium,137,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Uttar Pradesh,Agra,2026,Jun,407441,221,243,153
"Surat, Gujarat",Malaria Outbreak; Dengue Cases; TB Cases,Medium,141,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",Gujarat,Surat,2023,May,76936,301,194,143
"Chennai, Tamil Nadu",Malaria Outbreak; Dengue Outbreak; TB Cases; Low Immunization Coverage,Low,169,NHM,"National Health Mission — rural healthcare delivery, ASHA worker deployment, immunization",Tamil Nadu,Chennai,2025,Jun,199455,328,348,85
"Muzaffarpur, Bihar",Malaria Cases; Dengue Cases; High TB Burden,Low,126,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",Bihar,Muzaffarpur,2025,Apr,456068,137,171,260
"Bengaluru, Karnataka",Malaria Outbreak; Dengue Outbreak; TB Cases,Low,179,UNICEF India,"Child immunization, nutrition, WASH (water, sanitation, hygiene), and health system strengthening",Karnataka,Bengaluru,2026,Jun,149087,487,289,32
"Mumbai, Maharashtra",Malaria Cases; Dengue Cases; TB Cases,High,96,NFHS,National Family Health Survey — demographic and health indicators research,Maharashtra,Mumbai,2026,May,275873,113,190,130
"Madurai, Tamil Nadu",Malaria Outbreak; Dengue Outbreak; TB Cases,Low,202,HMIS,Government health data collection and reporting (Health Management Information System),Tamil Nadu,Madurai,2025,Sep,132394,498,368,46
"Pune, Maharashtra",Malaria Cases; Dengue Outbreak; High TB Burden; Low Immunization Coverage,Medium,142,NFHS,National Family Health Survey — demographic and health indicators research,Maharashtra,Pune,2023,May,142496,149,306,188
"Mysuru, Karnataka",Malaria Outbreak; Dengue Outbreak; TB Cases,Medium,190,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",Karnataka,Mysuru,2023,Aug,186258,490,350,15
"Surat, Gujarat",Malaria Outbreak; Dengue Cases; TB Cases,Low,141,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Gujarat,Surat,2022,Mar,52454,476,45,117
"Agra, Uttar Pradesh",Malaria Outbreak; Dengue Outbreak; High TB Burden,Medium,163,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",Uttar Pradesh,Agra,2024,Jan,123999,273,248,216
"Surat, Gujarat",Malaria Outbreak; Dengue Cases; TB Cases; Low Immunization Coverage,High,104,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",Gujarat,Surat,2022,Aug,296824,303,113,52
"Lucknow, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases; Low Institutional Deliveries,Low,87,UNICEF India,"Child immunization, nutrition, WASH (water, sanitation, hygiene), and health system strengthening",Uttar Pradesh,Lucknow,2023,Jun,237513,172,80,141
"Gaya, Bihar",Malaria Cases; Dengue Outbreak; TB Cases,Low,95,NFHS,National Family Health Survey — demographic and health indicators research,Bihar,Gaya,2025,Sep,204353,114,313,2
"Mysuru, Karnataka",Malaria Cases; Dengue Outbreak; High TB Burden; Low Immunization Coverage; Low ANC Registrations,Low,153,NHM,"National Health Mission — rural healthcare delivery, ASHA worker deployment, immunization",Karnataka,Mysuru,2024,Jul,274598,161,352,179
"Vadodara, Gujarat",Malaria Outbreak; Dengue Cases; TB Cases; Low Immunization Coverage,High,117,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",Gujarat,Vadodara,2026,May,243123,244,198,87
"Kolkata, West Bengal",Malaria Outbreak; Dengue Outbreak; TB Cases; Low Immunization Coverage,Low,189,UNICEF India,"Child immunization, nutrition, WASH (water, sanitation, hygiene), and health system strengthening",West Bengal,Kolkata,2026,May,487288,413,347,94
"Lucknow, Uttar Pradesh",Malaria Outbreak; Dengue Cases; High TB Burden,Medium,126,HMIS,Government health data collection and reporting (Health Management Information System),Uttar Pradesh,Lucknow,2024,Jan,419075,288,34,248
"Bengaluru, Karnataka",Malaria Cases; Dengue Cases; High TB Burden; Low Immunization Coverage,High,85,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",Karnataka,Bengaluru,2024,Feb,372332,72,124,190
"Ahmedabad, Gujarat",Malaria Outbreak; Dengue Cases; High TB Burden; Low Immunization Coverage,High,126,UNICEF India,"Child immunization, nutrition, WASH (water, sanitation, hygiene), and health system strengthening",Gujarat,Ahmedabad,2022,May,288333,230,55,282
"Howrah, West Bengal",Malaria Outbreak; Dengue Outbreak; TB Cases; Low Immunization Coverage,Low,190,NFHS,National Family Health Survey — demographic and health indicators research,West Bengal,Howrah,2022,Aug,294829,484,222,149
"Muzaffarpur, Bihar",Malaria Outbreak; Dengue Outbreak; High TB Burden; Low Institutional Deliveries,High,149,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",Bihar,Muzaffarpur,2025,Mar,330324,248,201,225
"Varanasi, Uttar Pradesh",Malaria Outbreak; Dengue Cases; TB Cases,Low,125,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",Uttar Pradesh,Varanasi,2025,Feb,189536,339,78,149
"Howrah, West Bengal",Malaria Outbreak; Dengue Outbreak; TB Cases,Low,145,NFHS,National Family Health Survey — demographic and health indicators research,West Bengal,Howrah,2022,Jun,115544,396,202,56
"Chennai, Tamil Nadu",Malaria Outbreak; Dengue Cases; TB Cases; Low Immunization Coverage,Medium,114,NFHS,National Family Health Survey — demographic and health indicators research,Tamil Nadu,Chennai,2026,Jun,408678,299,192,26
"Vadodara, Gujarat",Malaria Outbreak; Dengue Outbreak; TB Cases,Medium,144,CARE India,"Maternal & child health, nutrition, water & sanitation programs",Gujarat,Vadodara,2024,Jan,115340,276,350,24
"Lucknow, Uttar Pradesh",Malaria Cases; Dengue Outbreak; High TB Burden; Low Immunization Coverage,Medium,162,UNICEF India,"Child immunization, nutrition, WASH (water, sanitation, hygiene), and health system strengthening",Uttar Pradesh,Lucknow,2025,Apr,349705,99,365,267
"Chennai, Tamil Nadu",Malaria Outbreak; Dengue Outbreak; High TB Burden; Low Institutional Deliveries,High,164,NHM,"National Health Mission — rural healthcare delivery, ASHA worker deployment, immunization",Tamil Nadu,Chennai,2026,Jun,79169,227,349,162
"Patna, Bihar",Malaria Outbreak; Dengue Cases; TB Cases; Low Institutional Deliveries,High,92,NHM,"National Health Mission — rural healthcare delivery, ASHA worker deployment, immunization",Bihar,Patna,2025,Aug,377895,288,128,2
"Ahmedabad, Gujarat",Malaria Cases; Dengue Outbreak; High TB Burden; Low ANC Registrations,High,132,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Gujarat,Ahmedabad,2022,May,379011,122,297,178
"Vadodara, Gujarat",Malaria Cases; Dengue Outbreak; High TB Burden,Low,126,UNICEF India,"Child immunization, nutrition, WASH (water, sanitation, hygiene), and health system strengthening",Gujarat,Vadodara,2026,Mar,90958,14,288,268
"Kolkata, West Bengal",Malaria Outbreak; Dengue Outbreak; High TB Burden,Low,182,CARE India,"Maternal & child health, nutrition, water & sanitation programs",West Bengal,Kolkata,2026,Feb,237830,363,215,244
"Pune, Maharashtra",Malaria Cases; Dengue Outbreak; High TB Burden,Low,152,HMIS,Government health data collection and reporting (Health Management Information System),Maharashtra,Pune,2023,Jul,167713,172,346,168
"Coimbatore, Tamil Nadu",Malaria Outbreak; Dengue Cases; TB Cases; Low Immunization Coverage,Medium,135,HMIS,Government health data collection and reporting (Health Management Information System),Tamil Nadu,Coimbatore,2026,Mar,305421,397,159,52
"Bengaluru, Karnataka",Malaria Outbreak; Dengue Outbreak; TB Cases; Low Immunization Coverage; Low ANC Registrations,Medium,204,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Karnataka,Bengaluru,2023,Aug,248541,482,328,108
"Vadodara, Gujarat",Malaria Outbreak; Dengue Outbreak; TB Cases,Low,121,UNICEF India,"Child immunization, nutrition, WASH (water, sanitation, hygiene), and health system strengthening",Gujarat,Vadodara,2026,Jun,65428,220,285,40
"Vadodara, Gujarat",Malaria Outbreak; Dengue Outbreak; TB Cases; Low Immunization Coverage; Low ANC Registrations; Low Institutional Deliveries,Low,198,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",Gujarat,Vadodara,2024,Sep,331134,468,344,83
"Varanasi, Uttar Pradesh",Malaria Outbreak; Dengue Outbreak; TB Cases; Low Immunization Coverage,Low,193,NHM,"National Health Mission — rural healthcare delivery, ASHA worker deployment, immunization",Uttar Pradesh,Varanasi,2022,Apr,225493,350,376,144
"Mysuru, Karnataka",Malaria Outbreak; Dengue Cases; TB Cases; Low Immunization Coverage; Low ANC Registrations; Low Institutional Deliveries,Low,79,NFHS,National Family Health Survey — demographic and health indicators research,Karnataka,Mysuru,2023,May,252548,296,36,27
"Varanasi, Uttar Pradesh",Malaria Outbreak; Dengue Outbreak; High TB Burden,High,209,CARE India,"Maternal & child health, nutrition, water & sanitation programs",Uttar Pradesh,Varanasi,2022,Apr,169658,473,242,226
"Muzaffarpur, Bihar",Malaria Outbreak; Dengue Cases; High TB Burden; Low Institutional Deliveries,Low,162,HMIS,Government health data collection and reporting (Health Management Information System),Bihar,Muzaffarpur,2024,May,189653,422,95,216
"Ahmedabad, Gujarat",Malaria Outbreak; Dengue Cases; TB Cases; Low Institutional Deliveries,Low,81,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",Gujarat,Ahmedabad,2025,Feb,74475,277,20,70
"Muzaffarpur, Bihar",Malaria Outbreak; Dengue Cases; High TB Burden,Low,155,UNICEF India,"Child immunization, nutrition, WASH (water, sanitation, hygiene), and health system strengthening",Bihar,Muzaffarpur,2022,Jan,346355,372,100,229
"Coimbatore, Tamil Nadu",Malaria Cases; Dengue Outbreak; TB Cases,Medium,86,HMIS,Government health data collection and reporting (Health Management Information System),Tamil Nadu,Coimbatore,2024,Mar,173953,33,313,45
"Pune, Maharashtra",Malaria Outbreak; Dengue Outbreak; TB Cases,High,164,NHM,"National Health Mission — rural healthcare delivery, ASHA worker deployment, immunization",Maharashtra,Pune,2025,Aug,123101,337,298,106
"Siliguri, West Bengal",Malaria Cases; Dengue Cases; TB Cases,High,32,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",West Bengal,Siliguri,2022,Apr,61172,51,81,14
"Patna, Bihar",Malaria Cases; Dengue Outbreak; TB Cases; Low Immunization Coverage; Low Institutional Deliveries,Medium,82,HMIS,Government health data collection and reporting (Health Management Information System),Bihar,Patna,2023,Mar,432805,47,308,14
"Lucknow, Uttar Pradesh",Malaria Outbreak; Dengue Outbreak; High TB Burden; Low Immunization Coverage; Low Institutional Deliveries,Medium,186,UNICEF India,"Child immunization, nutrition, WASH (water, sanitation, hygiene), and health system strengthening",Uttar Pradesh,Lucknow,2026,Jul,457229,308,352,177
