Record_ID,Year,Month,State,District,Data_Source,Population,ASHA_Workers,ANC_Registrations,Immunization,Institutional_Deliveries,Malaria_Cases,Dengue_Cases,TB_Cases,Health_Risk_Level,Source_File
FILE1_REC00227,2019,Aug,Gujarat,Vadodara,Smile Foundation,103754,62,427,1867,1057,201,180,137,Medium,File_1
FILE1_REC00228,2018,Aug,Gujarat,Surat,CARE India,71037,200,204,1138,910,365,209,14,Medium,File_1
FILE1_REC00229,2018,Jan,Karnataka,Bengaluru,Smile Foundation,85650,192,1467,1284,869,96,24,149,Medium,File_1
FILE1_REC00230,2019,Mar,Karnataka,Bengaluru,Smile Foundation,78648,277,753,309,302,25,246,91,High,File_1
FILE1_REC00231,2018,Mar,Uttar Pradesh,Agra,NFHS,197983,167,1128,763,699,325,253,9,High,File_1
FILE1_REC00232,2020,Aug,Tamil Nadu,Chennai,NFHS,262171,241,208,2038,161,55,224,6,Medium,File_1
FILE1_REC00233,2018,Feb,Gujarat,Ahmedabad,HMIS,171553,133,213,1900,937,298,166,26,Medium,File_1
FILE1_REC00234,2020,Feb,Gujarat,Vadodara,NHM,264274,243,1048,226,72,277,154,102,Low,File_1
FILE1_REC00235,2018,Jan,Uttar Pradesh,Varanasi,WHO India,265037,274,794,1397,187,110,116,179,High,File_1
FILE1_REC00236,2019,Apr,Gujarat,Vadodara,CARE India,153476,267,238,1852,146,86,5,82,High,File_1
FILE1_REC00237,2019,Jul,Gujarat,Vadodara,HMIS,174072,54,932,980,239,103,24,40,Medium,File_1
FILE1_REC00238,2020,Apr,Uttar Pradesh,Lucknow,HMIS,83891,71,1471,1193,496,344,71,61,Medium,File_1
FILE1_REC00239,2020,May,Tamil Nadu,Chennai,CARE India,271148,207,535,1565,179,135,95,155,High,File_1
FILE1_REC00240,2019,Jul,Maharashtra,Mumbai,NHM,99641,88,542,1887,1083,250,129,193,Low,File_1
FILE1_REC00241,2020,Jul,Uttar Pradesh,Varanasi,WHO India,290676,198,387,444,1050,136,285,109,High,File_1
FILE1_REC00242,2020,Jan,Karnataka,Mysuru,HMIS,268415,211,843,1194,529,194,243,175,Low,File_1
FILE1_REC00243,2018,Jun,Karnataka,Bengaluru,WHO India,164438,296,296,1203,1047,192,266,22,Medium,File_1
FILE1_REC00244,2018,Jul,Uttar Pradesh,Varanasi,NFHS,242313,294,285,1605,401,388,148,118,Medium,File_1
FILE1_REC00245,2018,Jan,Uttar Pradesh,Varanasi,NHM,278445,78,1138,1685,517,170,134,121,Medium,File_1
FILE1_REC00246,2019,Mar,Karnataka,Mysuru,UNICEF India,265177,151,218,1815,197,27,46,173,Medium,File_1
FILE1_REC00247,2019,Aug,Gujarat,Ahmedabad,NHM,233696,265,105,1407,462,344,98,61,High,File_1
FILE1_REC00248,2018,Aug,Maharashtra,Mumbai,Smile Foundation,212871,286,999,2062,323,398,151,72,Medium,File_1
FILE1_REC00249,2019,May,Uttar Pradesh,Lucknow,WHO India,296371,255,344,1347,700,170,158,144,Low,File_1
FILE1_REC00250,2018,Aug,Maharashtra,Nagpur,Smile Foundation,106423,145,1372,1584,293,41,231,37,Low,File_1
FILE1_REC00251,2019,Jul,Tamil Nadu,Madurai,NHM,82163,188,484,2128,208,391,246,164,High,File_1
FILE1_REC00252,2018,Jan,Karnataka,Bengaluru,CARE India,136679,54,784,211,186,113,114,28,High,File_1
FILE1_REC00253,2018,Jun,Gujarat,Surat,NFHS,265365,82,940,2035,1085,107,190,168,High,File_1
FILE1_REC00254,2020,Jun,Tamil Nadu,Coimbatore,UNICEF India,182261,157,1254,1773,1105,33,268,169,Low,File_1
FILE1_REC00255,2018,Apr,Tamil Nadu,Coimbatore,CARE India,272156,110,1096,1837,892,161,176,15,Medium,File_1
FILE1_REC00256,2020,Apr,Gujarat,Ahmedabad,Smile Foundation,57214,99,1250,768,134,26,72,179,Low,File_1
FILE1_REC00257,2019,Aug,Tamil Nadu,Madurai,NFHS,84062,195,817,1887,1175,165,13,177,Low,File_1
FILE1_REC00258,2019,May,Karnataka,Mysuru,WHO India,176686,228,1405,435,507,347,214,86,Medium,File_1
FILE1_REC00259,2019,Feb,Gujarat,Surat,UNICEF India,167749,83,521,2378,1149,107,220,180,High,File_1
FILE1_REC00260,2018,Aug,Uttar Pradesh,Lucknow,CARE India,96133,154,906,850,234,292,149,196,Medium,File_1
FILE1_REC00261,2020,Jun,Gujarat,Vadodara,NHM,283270,267,1144,619,101,169,57,6,Low,File_1
FILE1_REC00262,2019,May,Uttar Pradesh,Lucknow,CARE India,288714,74,399,1038,365,7,196,30,Medium,File_1
FILE1_REC00263,2019,Mar,Gujarat,Vadodara,CARE India,160051,223,802,1304,428,233,60,154,High,File_1
FILE1_REC00264,2020,May,Gujarat,Surat,Smile Foundation,64274,157,1038,728,456,173,230,78,Medium,File_1
FILE1_REC00265,2018,Jul,Tamil Nadu,Madurai,NFHS,233314,118,1368,1356,90,106,205,89,High,File_1
FILE1_REC00266,2020,Jun,Karnataka,Bengaluru,NHM,236042,215,1262,2253,908,47,258,69,High,File_1
FILE1_REC00267,2019,Jun,Maharashtra,Pune,NFHS,182458,86,666,1235,413,376,23,144,Medium,File_1
FILE1_REC00268,2019,May,Tamil Nadu,Madurai,NFHS,253452,242,930,890,1152,157,199,106,Low,File_1
FILE1_REC00269,2020,May,Gujarat,Ahmedabad,HMIS,118484,226,822,1684,738,203,120,21,Low,File_1
FILE1_REC00270,2019,Jan,Gujarat,Vadodara,CARE India,111972,268,758,1945,312,215,259,164,Medium,File_1
FILE1_REC00271,2018,Mar,Gujarat,Vadodara,UNICEF India,105818,123,879,1764,1028,84,118,40,Medium,File_1
FILE1_REC00272,2019,Jun,Uttar Pradesh,Agra,NFHS,148623,149,277,495,703,282,79,3,High,File_1
FILE1_REC00273,2020,Jan,Uttar Pradesh,Varanasi,HMIS,60470,247,1466,1393,134,267,211,57,Medium,File_1
FILE1_REC00274,2018,Mar,Karnataka,Bengaluru,WHO India,124215,134,629,1181,712,87,263,173,High,File_1
FILE1_REC00275,2020,Feb,Karnataka,Hubli,Smile Foundation,133550,63,1130,1062,68,384,44,139,High,File_1
FILE1_REC00276,2020,Mar,Maharashtra,Nagpur,UNICEF India,163238,64,1295,372,968,312,162,128,Medium,File_1
FILE1_REC00277,2020,May,Maharashtra,Nagpur,HMIS,151823,127,1059,1604,644,4,131,199,Medium,File_1
FILE1_REC00278,2020,Aug,Karnataka,Mysuru,Smile Foundation,99693,149,654,815,51,24,51,133,Medium,File_1
FILE1_REC00279,2018,Jan,Gujarat,Ahmedabad,WHO India,155121,275,249,2178,678,55,29,143,Low,File_1
FILE1_REC00280,2019,Feb,Tamil Nadu,Madurai,HMIS,192993,52,1333,1390,1121,303,152,129,High,File_1
FILE1_REC00281,2020,Mar,Uttar Pradesh,Agra,UNICEF India,226952,147,821,2225,462,387,70,179,Low,File_1
FILE1_REC00282,2018,Aug,Uttar Pradesh,Lucknow,HMIS,182938,139,788,1243,196,65,114,11,High,File_1
FILE1_REC00283,2018,Apr,Uttar Pradesh,Agra,NHM,165619,122,1204,1763,1168,376,100,133,Medium,File_1
FILE1_REC00284,2019,Jun,Tamil Nadu,Coimbatore,CARE India,176772,245,661,1931,314,347,125,175,Low,File_1
FILE1_REC00285,2019,Feb,Maharashtra,Pune,NHM,176430,191,1351,476,955,299,238,55,High,File_1
FILE1_REC00286,2019,Jan,Uttar Pradesh,Varanasi,NHM,229013,83,1490,617,614,387,211,58,High,File_1
FILE1_REC00287,2019,May,Tamil Nadu,Chennai,NHM,77782,251,799,1863,223,173,169,39,High,File_1
FILE1_REC00288,2020,Aug,Gujarat,Ahmedabad,NHM,207439,138,757,636,307,200,241,155,Low,File_1
FILE1_REC00289,2018,Mar,Tamil Nadu,Chennai,CARE India,162920,211,1420,1220,932,134,96,21,High,File_1
FILE1_REC00290,2020,May,Uttar Pradesh,Agra,UNICEF India,177535,251,1473,381,574,271,4,131,High,File_1
FILE1_REC00291,2020,Feb,Tamil Nadu,Coimbatore,UNICEF India,230498,167,237,725,686,389,197,96,High,File_1
FILE1_REC00292,2019,Jul,Tamil Nadu,Madurai,WHO India,127692,135,1080,1992,460,108,299,39,Medium,File_1
FILE1_REC00293,2018,Mar,Gujarat,Surat,HMIS,176341,95,143,2489,157,127,225,96,High,File_1
FILE1_REC00294,2018,Feb,Gujarat,Vadodara,WHO India,271653,149,684,328,739,306,114,196,High,File_1
FILE1_REC00295,2020,Jul,Uttar Pradesh,Agra,CARE India,103732,162,611,2159,355,345,291,80,Low,File_1
FILE1_REC00296,2018,Feb,Tamil Nadu,Coimbatore,NHM,103951,133,531,1152,1008,370,36,13,Medium,File_1
FILE1_REC00297,2018,Mar,Uttar Pradesh,Lucknow,NHM,88687,198,1139,798,337,216,273,192,Medium,File_1
FILE1_REC00298,2019,May,Uttar Pradesh,Agra,UNICEF India,74112,121,734,827,987,84,211,84,Medium,File_1
FILE1_REC00299,2018,Mar,Karnataka,Hubli,UNICEF India,129536,153,783,374,426,349,286,154,Medium,File_1
FILE2_REC00000,2018,Mar,Karnataka,Mysuru,WHO India,55240,52,1448,1266,821,220,17,193,Medium,File_2
FILE2_REC00001,2017,Jan,Gujarat,Ahmedabad,NHM,162867,255,395,634,307,189,291,194,Medium,File_2
FILE2_REC00002,2019,Mar,Gujarat,Vadodara,NFHS,200159,206,1404,378,325,185,260,134,Low,File_2
FILE2_REC00003,2019,Jan,Tamil Nadu,Coimbatore,HMIS,216290,69,1448,1391,299,311,54,4,Medium,File_2
FILE2_REC00004,2018,Jun,Uttar Pradesh,Agra,NHM,264201,96,236,2254,705,78,296,41,Low,File_2
FILE2_REC00005,2019,Mar,Maharashtra,Mumbai,WHO India,204042,217,1384,915,1175,343,289,63,High,File_2
FILE2_REC00006,2016,Jan,Karnataka,Bengaluru,WHO India,173426,293,502,1948,1008,298,281,160,Low,File_2
FILE2_REC00007,2018,Jun,Karnataka,Bengaluru,WHO India,109667,62,212,1719,402,225,111,43,Medium,File_2
FILE2_REC00008,2016,Jan,Uttar Pradesh,Agra,WHO India,278611,300,1207,464,458,171,166,8,Low,File_2
FILE2_REC00009,2016,Jul,Gujarat,Vadodara,NFHS,189089,297,603,1930,486,38,29,82,Low,File_2
FILE2_REC00010,2016,Jun,Tamil Nadu,Madurai,Smile Foundation,100912,133,1188,1954,101,282,204,63,Medium,File_2
FILE2_REC00011,2016,Apr,Maharashtra,Pune,NHM,271514,58,272,413,1029,101,165,199,Medium,File_2
FILE2_REC00012,2016,Jun,Maharashtra,Mumbai,UNICEF India,115126,185,113,1671,658,371,48,48,High,File_2
FILE2_REC00013,2016,Jan,Karnataka,Hubli,NFHS,128878,235,1404,1080,992,81,115,194,Low,File_2
FILE2_REC00014,2019,Jul,Tamil Nadu,Coimbatore,WHO India,259780,140,1201,1746,806,168,191,138,Low,File_2
FILE2_REC00015,2016,Jul,Uttar Pradesh,Lucknow,CARE India,141692,299,585,1415,655,360,232,173,Low,File_2
FILE2_REC00016,2016,Jun,Gujarat,Vadodara,NFHS,209863,260,271,381,438,305,291,84,Medium,File_2
FILE2_REC00017,2019,Feb,Gujarat,Surat,CARE India,110315,60,800,1076,852,151,230,62,Medium,File_2
FILE2_REC00018,2019,Mar,Tamil Nadu,Coimbatore,NHM,183158,142,847,279,979,331,289,80,Low,File_2
FILE2_REC00019,2016,Jan,Uttar Pradesh,Agra,CARE India,171671,287,1415,963,385,109,109,82,Low,File_2
FILE2_REC00020,2018,Jun,Karnataka,Mysuru,NFHS,192495,300,448,541,658,391,19,70,Low,File_2
FILE2_REC00021,2019,Apr,Karnataka,Mysuru,UNICEF India,130670,60,1022,228,556,373,128,176,High,File_2
FILE2_REC00022,2019,Apr,Gujarat,Vadodara,NHM,178225,151,525,2018,981,22,24,22,Low,File_2
FILE2_REC00023,2016,Jan,Uttar Pradesh,Varanasi,UNICEF India,156985,165,381,1870,1138,186,98,63,Medium,File_2
FILE2_REC00024,2017,Mar,Maharashtra,Pune,NHM,133540,53,1229,1052,814,166,92,16,Medium,File_2
FILE2_REC00025,2019,May,Gujarat,Vadodara,WHO India,142161,128,802,1959,961,137,262,75,High,File_2
FILE2_REC00026,2018,Jul,Uttar Pradesh,Agra,HMIS,142361,268,780,2242,729,114,237,110,Low,File_2
FILE2_REC00027,2016,Jul,Maharashtra,Nagpur,HMIS,290070,292,679,464,208,210,113,42,Medium,File_2
FILE2_REC00028,2016,Mar,Maharashtra,Pune,Smile Foundation,87887,262,1427,1765,482,64,98,5,Low,File_2
FILE2_REC00029,2018,Mar,Uttar Pradesh,Varanasi,UNICEF India,117480,263,1463,1212,170,363,284,35,Medium,File_2
FILE2_REC00030,2018,Apr,Gujarat,Vadodara,NHM,298665,219,118,443,557,188,255,88,Low,File_2
FILE2_REC00031,2018,Jan,Gujarat,Ahmedabad,UNICEF India,91846,230,1230,1085,562,81,144,100,High,File_2
FILE2_REC00032,2018,Jan,Gujarat,Surat,UNICEF India,231889,263,1338,653,936,273,68,139,Low,File_2
FILE2_REC00033,2017,Mar,Gujarat,Surat,UNICEF India,224256,196,526,528,865,328,115,64,Medium,File_2
FILE2_REC00034,2016,Mar,Karnataka,Hubli,NFHS,87914,214,411,1661,144,16,260,197,Medium,File_2
FILE2_REC00035,2019,Feb,Tamil Nadu,Coimbatore,Smile Foundation,246852,95,575,276,522,242,120,69,Medium,File_2
FILE2_REC00036,2016,May,Maharashtra,Pune,NFHS,95646,290,1284,673,193,48,294,59,High,File_2
FILE2_REC00037,2016,Aug,Karnataka,Hubli,CARE India,203607,72,1326,1419,1004,351,268,122,Low,File_2
FILE2_REC00038,2016,Apr,Gujarat,Ahmedabad,NFHS,226487,206,628,1083,763,298,111,179,Medium,File_2
FILE2_REC00039,2016,Feb,Maharashtra,Pune,WHO India,279869,119,1375,1454,56,18,203,45,Low,File_2
FILE2_REC00040,2017,Apr,Tamil Nadu,Chennai,UNICEF India,194364,192,130,2320,823,105,75,131,High,File_2
FILE2_REC00041,2019,Jun,Uttar Pradesh,Lucknow,HMIS,141539,55,390,511,112,186,161,100,Medium,File_2
FILE2_REC00042,2018,Feb,Uttar Pradesh,Agra,WHO India,180120,281,1363,764,228,63,297,2,Medium,File_2
FILE2_REC00043,2017,Jul,Gujarat,Surat,CARE India,267761,109,771,1021,78,303,81,81,Medium,File_2
FILE2_REC00044,2016,Jul,Uttar Pradesh,Lucknow,WHO India,268748,149,1347,1031,995,140,54,171,Medium,File_2
FILE2_REC00045,2019,Apr,Maharashtra,Mumbai,WHO India,206182,72,417,1954,131,106,103,169,Medium,File_2
FILE2_REC00046,2017,Jun,Tamil Nadu,Madurai,UNICEF India,233685,168,958,2081,426,257,257,77,Low,File_2
FILE2_REC00047,2017,Jan,Gujarat,Vadodara,NFHS,143054,115,1447,1721,71,120,4,32,Medium,File_2
FILE2_REC00048,2017,Aug,Maharashtra,Mumbai,CARE India,277880,171,779,1342,748,228,44,134,Low,File_2
FILE2_REC00049,2018,Mar,Tamil Nadu,Coimbatore,NHM,54759,298,1215,348,889,267,125,119,Low,File_2
FILE2_REC00050,2018,Mar,Maharashtra,Pune,CARE India,176602,115,1421,663,244,398,120,9,Low,File_2
FILE2_REC00051,2018,Mar,Maharashtra,Pune,NHM,189750,59,157,1453,187,193,225,19,Low,File_2
FILE2_REC00052,2017,Jun,Karnataka,Hubli,Smile Foundation,141308,270,1208,1189,1182,344,46,93,Medium,File_2
FILE2_REC00053,2017,Feb,Karnataka,Hubli,HMIS,252368,254,319,1070,276,222,154,65,High,File_2
FILE2_REC00054,2016,Apr,Gujarat,Surat,NHM,247472,177,951,1397,658,287,45,59,Medium,File_2
FILE2_REC00055,2017,Mar,Maharashtra,Pune,HMIS,63909,134,209,909,577,24,16,10,Low,File_2
FILE2_REC00056,2019,Aug,Maharashtra,Nagpur,Smile Foundation,237926,290,983,495,125,162,80,23,Medium,File_2
FILE2_REC00057,2016,Jul,Maharashtra,Pune,Smile Foundation,173297,68,275,1114,61,74,95,24,High,File_2
FILE2_REC00058,2018,Jun,Uttar Pradesh,Lucknow,NHM,229170,112,620,1446,261,233,109,1,Low,File_2
FILE2_REC00059,2018,Jan,Karnataka,Mysuru,WHO India,204643,108,984,2285,1187,8,4,106,High,File_2
FILE2_REC00060,2017,Jan,Tamil Nadu,Madurai,WHO India,255257,165,438,274,477,25,259,170,Medium,File_2
FILE2_REC00061,2016,Feb,Gujarat,Surat,HMIS,274729,138,979,2417,968,356,195,180,High,File_2
FILE2_REC00062,2016,Mar,Tamil Nadu,Chennai,HMIS,226499,161,1031,1074,1128,241,181,2,Medium,File_2
FILE2_REC00063,2017,May,Maharashtra,Nagpur,CARE India,108576,267,1059,280,647,161,56,86,Low,File_2
FILE2_REC00064,2019,Aug,Gujarat,Ahmedabad,NFHS,85209,77,1492,724,813,168,83,112,High,File_2
FILE2_REC00065,2016,Apr,Karnataka,Hubli,Smile Foundation,171279,172,1336,1753,824,307,132,0,High,File_2
FILE2_REC00066,2016,Jun,Tamil Nadu,Coimbatore,WHO India,138633,79,753,1158,164,175,120,65,Medium,File_2
FILE2_REC00067,2017,Mar,Uttar Pradesh,Agra,UNICEF India,221616,151,269,358,369,40,145,41,Low,File_2
FILE2_REC00068,2017,Apr,Tamil Nadu,Madurai,WHO India,293039,168,475,274,476,346,221,80,Low,File_2
FILE2_REC00069,2017,Jan,Maharashtra,Pune,WHO India,150444,294,267,2109,83,265,249,114,High,File_2
FILE2_REC00070,2016,Jul,Uttar Pradesh,Lucknow,Smile Foundation,130232,151,942,405,886,286,214,142,High,File_2
FILE2_REC00071,2018,Jul,Uttar Pradesh,Agra,UNICEF India,83900,144,562,1903,1091,310,32,70,High,File_2
FILE2_REC00072,2016,Apr,Tamil Nadu,Madurai,WHO India,114671,279,730,414,163,259,71,138,High,File_2
FILE2_REC00073,2016,May,Gujarat,Ahmedabad,Smile Foundation,142491,290,1298,2148,668,327,72,53,Medium,File_2
FILE2_REC00074,2018,Aug,Uttar Pradesh,Agra,UNICEF India,110088,52,1143,1768,586,89,212,146,Medium,File_2
FILE2_REC00075,2017,Jul,Gujarat,Vadodara,CARE India,50941,220,1432,738,84,328,17,152,High,File_2
FILE2_REC00076,2019,Apr,Maharashtra,Nagpur,WHO India,156402,298,555,1056,342,112,278,182,Low,File_2
FILE2_REC00077,2016,May,Gujarat,Vadodara,NHM,163020,145,484,1585,120,142,227,192,High,File_2
FILE2_REC00078,2016,Mar,Maharashtra,Pune,CARE India,187597,124,425,893,657,385,94,174,Medium,File_2
FILE2_REC00079,2016,Aug,Uttar Pradesh,Lucknow,UNICEF India,261080,262,191,1365,273,330,51,152,High,File_2
FILE2_REC00080,2016,Aug,Maharashtra,Pune,UNICEF India,233326,252,233,1419,79,263,214,192,Low,File_2
FILE2_REC00081,2019,Jun,Gujarat,Ahmedabad,NHM,168446,169,1343,1262,102,176,232,11,Low,File_2
FILE2_REC00082,2017,Aug,Maharashtra,Mumbai,NFHS,205283,256,944,2041,325,122,10,66,Medium,File_2
FILE2_REC00083,2017,Apr,Uttar Pradesh,Varanasi,CARE India,61874,269,983,2114,647,45,183,82,Low,File_2
FILE2_REC00084,2019,Jul,Tamil Nadu,Coimbatore,NHM,226345,272,411,1911,119,362,11,71,Medium,File_2
FILE2_REC00085,2016,Apr,Uttar Pradesh,Varanasi,HMIS,179480,103,281,2107,792,116,194,198,Low,File_2
FILE2_REC00086,2017,Mar,Maharashtra,Mumbai,UNICEF India,91983,194,243,2036,1192,58,41,151,Medium,File_2
FILE2_REC00087,2017,Feb,Karnataka,Hubli,WHO India,78475,111,801,834,284,61,136,191,Low,File_2
FILE2_REC00088,2017,May,Karnataka,Hubli,NFHS,185750,273,461,2131,694,164,14,188,Low,File_2
FILE2_REC00089,2017,Apr,Uttar Pradesh,Lucknow,NHM,102656,229,1112,965,404,169,34,141,Medium,File_2
FILE2_REC00090,2017,Aug,Gujarat,Ahmedabad,HMIS,101327,239,1397,608,921,226,254,127,Low,File_2
FILE2_REC00091,2016,Mar,Gujarat,Surat,WHO India,171744,149,1058,640,163,97,85,5,Medium,File_2
FILE2_REC00092,2018,Jul,Tamil Nadu,Madurai,WHO India,201225,168,1315,1220,154,20,238,81,Medium,File_2
FILE2_REC00093,2019,Jan,Tamil Nadu,Chennai,UNICEF India,83278,131,743,1611,498,90,151,6,High,File_2
FILE2_REC00094,2019,Apr,Maharashtra,Mumbai,UNICEF India,176575,146,982,1734,638,31,22,136,Medium,File_2
FILE2_REC00095,2018,Feb,Karnataka,Bengaluru,NHM,152909,282,934,1692,536,69,231,56,Medium,File_2
FILE2_REC00096,2018,Feb,Karnataka,Hubli,HMIS,62792,148,277,2318,496,333,142,96,High,File_2
FILE2_REC00097,2017,Apr,Gujarat,Surat,NHM,85233,221,628,1264,568,335,94,145,High,File_2
FILE2_REC00098,2018,Jul,Tamil Nadu,Coimbatore,WHO India,71317,158,761,2381,504,127,100,196,Low,File_2
FILE2_REC00099,2019,May,Gujarat,Surat,NFHS,195757,175,652,1996,800,160,192,57,Medium,File_2
FILE2_REC00100,2018,Jul,Uttar Pradesh,Varanasi,UNICEF India,105510,284,285,1305,457,220,142,3,Low,File_2
FILE2_REC00101,2018,Jul,Gujarat,Vadodara,WHO India,98911,104,517,873,366,149,243,133,Medium,File_2
FILE2_REC00102,2017,Jul,Maharashtra,Nagpur,UNICEF India,243682,278,397,1117,90,23,260,181,High,File_2
FILE2_REC00103,2017,Jun,Tamil Nadu,Coimbatore,UNICEF India,88373,121,1008,1567,1100,287,267,153,High,File_2
FILE2_REC00104,2018,Jun,Maharashtra,Pune,Smile Foundation,266551,277,1259,2197,134,3,269,162,Low,File_2
FILE2_REC00105,2017,Jun,Uttar Pradesh,Agra,CARE India,214356,201,1485,2341,667,160,267,166,Medium,File_2
FILE2_REC00106,2017,May,Maharashtra,Pune,UNICEF India,182207,71,1406,2405,966,338,100,49,Low,File_2
FILE2_REC00107,2019,Apr,Maharashtra,Nagpur,Smile Foundation,157561,209,328,703,209,188,167,162,Low,File_2
FILE2_REC00108,2019,Feb,Karnataka,Mysuru,NHM,252162,230,107,365,281,112,248,166,High,File_2
FILE2_REC00109,2018,Jun,Karnataka,Mysuru,Smile Foundation,132628,253,1242,2119,978,195,39,124,Low,File_2
FILE2_REC00110,2019,Aug,Karnataka,Hubli,CARE India,229391,84,902,261,801,195,271,123,High,File_2
FILE2_REC00111,2019,Jul,Uttar Pradesh,Varanasi,WHO India,189885,205,498,888,648,29,113,155,Low,File_2
FILE2_REC00112,2018,Apr,Tamil Nadu,Madurai,Smile Foundation,166463,162,333,1051,387,272,290,119,Low,File_2
FILE2_REC00113,2018,Aug,Tamil Nadu,Chennai,UNICEF India,134315,53,649,778,821,30,257,89,Medium,File_2
FILE2_REC00114,2019,Aug,Gujarat,Surat,NHM,235766,255,197,390,464,307,92,73,High,File_2
FILE2_REC00115,2018,Jun,Uttar Pradesh,Varanasi,Smile Foundation,205626,178,604,1024,605,391,42,99,Medium,File_2
FILE2_REC00116,2017,Aug,Uttar Pradesh,Agra,CARE India,237240,120,1012,876,876,267,239,175,Low,File_2
FILE2_REC00117,2017,Apr,Karnataka,Bengaluru,Smile Foundation,168124,175,1172,2169,245,180,252,78,Low,File_2
FILE2_REC00118,2019,Jan,Karnataka,Mysuru,WHO India,63355,112,959,1432,65,179,28,79,Medium,File_2
FILE2_REC00119,2018,Jan,Karnataka,Bengaluru,WHO India,131919,120,575,1387,71,62,258,100,High,File_2
FILE2_REC00120,2017,Jun,Gujarat,Ahmedabad,UNICEF India,172718,109,380,1213,1082,256,183,111,Low,File_2
FILE2_REC00121,2016,Mar,Karnataka,Bengaluru,HMIS,85773,98,1495,1363,1115,32,219,41,Medium,File_2
FILE2_REC00122,2018,Apr,Maharashtra,Nagpur,NHM,179495,227,550,1255,471,378,111,123,Medium,File_2
FILE2_REC00123,2019,Apr,Tamil Nadu,Madurai,Smile Foundation,200033,186,380,1092,298,299,141,0,High,File_2
FILE2_REC00124,2018,Mar,Karnataka,Bengaluru,NHM,295004,239,669,1677,991,230,223,6,Medium,File_2
FILE2_REC00125,2017,Jan,Uttar Pradesh,Agra,HMIS,184276,91,372,1535,650,65,174,162,Low,File_2
FILE2_REC00126,2019,Aug,Karnataka,Bengaluru,Smile Foundation,51158,139,291,2097,1174,115,79,97,Medium,File_2
FILE2_REC00127,2018,Jan,Karnataka,Mysuru,Smile Foundation,97312,268,445,2322,670,282,273,111,High,File_2
FILE2_REC00128,2019,Apr,Tamil Nadu,Coimbatore,Smile Foundation,98144,259,393,1927,1031,309,286,27,Low,File_2
FILE2_REC00129,2018,Apr,Uttar Pradesh,Varanasi,HMIS,198182,57,237,1772,699,205,12,187,Low,File_2
FILE2_REC00130,2016,Jul,Gujarat,Surat,UNICEF India,213382,264,1439,1140,858,351,255,123,Medium,File_2
FILE2_REC00131,2018,Jul,Karnataka,Hubli,Smile Foundation,179998,199,1021,543,692,349,111,114,Low,File_2
FILE2_REC00132,2018,Jul,Uttar Pradesh,Agra,NHM,129318,161,1196,570,335,341,229,187,Medium,File_2
FILE2_REC00133,2016,Mar,Maharashtra,Nagpur,Smile Foundation,142096,127,1000,1976,553,267,258,176,Low,File_2
FILE2_REC00134,2019,Mar,Uttar Pradesh,Varanasi,WHO India,203555,137,129,2247,987,277,26,40,Low,File_2
FILE2_REC00135,2018,Mar,Uttar Pradesh,Agra,HMIS,173727,56,1303,1731,884,228,244,102,Low,File_2
FILE2_REC00136,2017,Feb,Gujarat,Surat,UNICEF India,291958,227,234,2165,722,377,256,65,High,File_2
FILE2_REC00137,2017,Jul,Tamil Nadu,Madurai,CARE India,141448,69,724,1476,736,333,233,200,Medium,File_2
FILE2_REC00138,2018,Feb,Gujarat,Ahmedabad,WHO India,152099,183,446,254,643,73,231,47,Medium,File_2
FILE2_REC00139,2016,May,Uttar Pradesh,Agra,CARE India,223431,91,438,667,845,304,221,7,Medium,File_2
FILE2_REC00140,2018,Jun,Uttar Pradesh,Agra,Smile Foundation,213391,297,623,383,825,17,213,120,Low,File_2
FILE2_REC00141,2019,Feb,Maharashtra,Nagpur,NFHS,144599,185,182,2246,811,269,192,105,Low,File_2
FILE2_REC00142,2018,Mar,Uttar Pradesh,Lucknow,WHO India,108168,205,112,305,884,225,216,106,Medium,File_2
FILE2_REC00143,2017,May,Uttar Pradesh,Lucknow,Smile Foundation,191719,123,835,1307,179,347,22,184,High,File_2
FILE2_REC00144,2018,Jul,Maharashtra,Mumbai,CARE India,297714,188,445,1848,416,55,158,44,High,File_2
FILE2_REC00145,2016,Aug,Tamil Nadu,Chennai,UNICEF India,172032,196,635,2176,715,319,110,160,Low,File_2
FILE2_REC00146,2018,Jul,Uttar Pradesh,Lucknow,NHM,229794,175,492,533,782,274,249,117,Low,File_2
FILE2_REC00147,2018,Aug,Uttar Pradesh,Agra,NHM,102877,148,1479,750,288,28,227,8,Low,File_2
FILE2_REC00148,2018,Jun,Tamil Nadu,Coimbatore,WHO India,58831,83,1360,2357,693,373,251,45,High,File_2
FILE2_REC00149,2016,Jun,Karnataka,Mysuru,Smile Foundation,281060,249,523,1662,84,213,170,130,High,File_2
FILE2_REC00150,2016,May,Karnataka,Bengaluru,NHM,142967,195,352,1038,1147,363,233,31,High,File_2
FILE2_REC00151,2017,May,Karnataka,Mysuru,CARE India,235580,287,1324,1798,609,35,148,43,Medium,File_2
FILE2_REC00152,2019,May,Gujarat,Vadodara,Smile Foundation,287508,159,428,2073,1173,385,218,116,High,File_2
