Record_ID,Year,Month,State,District,Data_Source,Population,ASHA_Workers,ANC_Registrations,Immunization,Malaria_Cases,Dengue_Cases,TB_Cases,Source_File
F2_127,2023,Mar,Tamil Nadu,Coimbatore,UNICEF India,190445,63,616,922,282,73,112,File_2
F2_128,2022,Mar,Uttar Pradesh,Varanasi,WHO India,110657,53,229,1117,221,182,85,File_2
F2_129,2022,Mar,Bihar,Gaya,HMIS,202536,283,1129,1305,228,124,69,File_2
F2_130,2024,Feb,Gujarat,Ahmedabad,WHO India,280452,204,849,1842,252,161,51,File_2
F2_131,2023,Jan,Uttar Pradesh,Agra,HMIS,121242,122,289,1797,125,19,51,File_2
F2_132,2024,Jan,West Bengal,Howrah,Smile Foundation,179480,171,667,2380,206,66,91,File_2
F2_133,2022,Feb,Gujarat,Vadodara,UNICEF India,145103,230,462,2022,142,38,84,File_2
F2_134,2024,Feb,Maharashtra,Mumbai,CARE India,190685,67,1073,535,77,181,85,File_2
F2_135,2023,Mar,Bihar,Gaya,WHO India,228455,178,1070,1670,137,99,100,File_2
F2_136,2023,Apr,Karnataka,Hubli,NHM,277249,236,1322,1309,138,39,31,File_2
F2_137,2023,Jan,Karnataka,Hubli,HMIS,185583,269,1400,2412,151,61,114,File_2
F2_138,2024,Apr,Maharashtra,Mumbai,HMIS,135675,122,467,1860,62,36,127,File_2
F2_139,2023,Apr,Karnataka,Bengaluru,CARE India,256872,231,798,825,9,70,12,File_2
F2_140,2023,Jan,West Bengal,Siliguri,HMIS,172790,272,527,735,180,196,98,File_2
F2_141,2024,May,Bihar,Muzaffarpur,NFHS,286493,243,1101,2459,148,82,21,File_2
F2_142,2023,Apr,Uttar Pradesh,Varanasi,UNICEF India,262888,189,589,2139,96,25,19,File_2
F2_143,2023,May,Maharashtra,Nagpur,NHM,103991,182,1200,265,16,69,22,File_2
F2_144,2023,May,Maharashtra,Nagpur,HMIS,212196,175,1375,335,189,85,14,File_2
F2_145,2023,Jan,Uttar Pradesh,Varanasi,NHM,151904,173,1349,1440,140,62,16,File_2
F2_146,2024,Apr,Karnataka,Bengaluru,WHO India,96413,97,871,1764,282,54,37,File_2
F2_147,2023,May,Tamil Nadu,Coimbatore,CARE India,110552,232,416,2149,105,83,115,File_2
F2_148,2022,Feb,Tamil Nadu,Coimbatore,HMIS,126210,145,1388,918,21,149,121,File_2
F2_149,2022,Jan,Karnataka,Mysuru,NHM,176766,145,425,1179,220,160,24,File_2
F3_0,2021,Jan,Uttar Pradesh,Varanasi,HMIS,271319,295,244,2415,212,169,11,File_3
F3_1,2020,Mar,Maharashtra,Pune,WHO India,181210,193,1127,1005,207,196,49,File_3
F3_2,2021,Mar,Maharashtra,Mumbai,WHO India,86928,71,433,547,139,55,119,File_3
F3_3,2021,May,Bihar,Muzaffarpur,NFHS,103787,41,398,2099,163,159,48,File_3
F3_4,2021,May,West Bengal,Siliguri,NHM,205593,124,974,1126,161,81,52,File_3
F3_5,2019,Feb,Karnataka,Bengaluru,Smile Foundation,142057,31,1052,2411,199,106,34,File_3
F3_6,2020,Feb,Gujarat,Ahmedabad,HMIS,88103,50,399,826,40,158,1,File_3
F3_7,2021,Feb,Bihar,Gaya,NFHS,228772,151,1373,1739,17,20,71,File_3
F3_8,2021,May,Bihar,Muzaffarpur,NFHS,203964,197,337,1711,34,75,79,File_3
F3_9,2021,Mar,Gujarat,Surat,NHM,101120,137,1272,2056,215,6,117,File_3
F3_10,2019,Feb,Karnataka,Bengaluru,Smile Foundation,59518,267,552,2018,59,16,9,File_3
F3_11,2020,Mar,Tamil Nadu,Madurai,Smile Foundation,156753,281,1276,461,94,120,16,File_3
F3_12,2020,Mar,Tamil Nadu,Coimbatore,WHO India,249989,202,240,1861,0,165,129,File_3
F3_13,2021,May,Bihar,Patna,HMIS,120402,298,261,2475,14,142,89,File_3
F3_14,2019,Jan,Gujarat,Ahmedabad,HMIS,156758,166,1334,687,182,46,24,File_3
F3_15,2019,Jan,West Bengal,Siliguri,NHM,57667,249,238,2286,17,48,21,File_3
F3_16,2021,Mar,Karnataka,Bengaluru,Smile Foundation,230721,237,289,1815,192,35,68,File_3
F3_17,2019,Mar,West Bengal,Howrah,NHM,218940,215,456,1948,47,88,143,File_3
F3_18,2020,Apr,Maharashtra,Mumbai,WHO India,56775,296,827,2223,166,90,79,File_3
F3_19,2020,Feb,Uttar Pradesh,Lucknow,Smile Foundation,188382,180,123,1266,272,108,110,File_3
F3_20,2020,Apr,West Bengal,Siliguri,NHM,250296,238,1452,725,71,69,124,File_3
F3_21,2019,Feb,Maharashtra,Mumbai,UNICEF India,99058,230,576,1627,113,54,107,File_3
F3_22,2020,Apr,Tamil Nadu,Chennai,Smile Foundation,151567,208,629,2358,49,99,45,File_3
F3_23,2019,Feb,Tamil Nadu,Madurai,NHM,178210,30,996,1995,292,192,111,File_3
F3_24,2020,Feb,Gujarat,Vadodara,Smile Foundation,209391,198,404,2035,62,133,45,File_3
F3_25,2020,Jan,Uttar Pradesh,Varanasi,Smile Foundation,256727,50,658,1985,257,200,15,File_3
F3_26,2020,Jan,Tamil Nadu,Coimbatore,UNICEF India,193497,236,1277,1610,163,98,52,File_3
F3_27,2019,Apr,West Bengal,Siliguri,HMIS,285687,93,1137,373,172,45,115,File_3
F3_28,2020,Feb,Gujarat,Vadodara,NFHS,75639,209,648,523,112,20,53,File_3
F3_29,2020,May,Maharashtra,Mumbai,CARE India,68216,68,178,1324,212,195,89,File_3
F3_30,2019,May,Maharashtra,Pune,WHO India,60701,97,163,2091,239,86,106,File_3
F3_31,2021,Feb,Karnataka,Bengaluru,HMIS,130036,76,905,388,41,122,65,File_3
F3_32,2020,Mar,West Bengal,Siliguri,NFHS,171199,227,508,1860,266,83,32,File_3
F3_33,2019,Apr,Bihar,Gaya,WHO India,174245,161,491,2008,203,25,49,File_3
F3_34,2019,May,West Bengal,Kolkata,CARE India,172493,290,585,2386,26,154,132,File_3
F3_35,2019,Jan,Tamil Nadu,Chennai,Smile Foundation,295569,111,897,1738,49,25,7,File_3
F3_36,2019,May,Gujarat,Surat,UNICEF India,176585,107,400,1271,26,56,127,File_3
F3_37,2021,Apr,Gujarat,Surat,NHM,242421,229,1454,293,200,29,95,File_3
F3_38,2019,May,Gujarat,Vadodara,Smile Foundation,129905,253,469,1714,289,111,31,File_3
F3_39,2019,Mar,West Bengal,Kolkata,HMIS,102788,183,483,1002,109,117,69,File_3
F3_40,2021,May,Maharashtra,Mumbai,NHM,103708,262,477,1441,91,87,129,File_3
F3_41,2020,Apr,Gujarat,Vadodara,WHO India,147025,64,827,1301,29,5,102,File_3
F3_42,2021,Jan,Maharashtra,Mumbai,NHM,186350,64,920,739,285,7,96,File_3
F3_43,2020,Jan,West Bengal,Siliguri,WHO India,96835,53,1494,2076,165,200,52,File_3
F3_44,2021,Feb,Uttar Pradesh,Lucknow,NHM,241985,103,170,1569,123,145,135,File_3
F3_45,2020,Feb,Gujarat,Vadodara,WHO India,231656,67,392,1467,298,182,54,File_3
F3_46,2021,Mar,Uttar Pradesh,Agra,HMIS,269319,212,1020,1014,55,119,10,File_3
F3_47,2020,Feb,Maharashtra,Pune,HMIS,53371,78,734,2236,163,142,73,File_3
F3_48,2021,Apr,Karnataka,Bengaluru,Smile Foundation,50834,128,854,1882,58,149,90,File_3
F3_49,2019,Feb,Gujarat,Vadodara,CARE India,184098,35,1373,1170,8,116,97,File_3
F3_50,2020,May,Tamil Nadu,Coimbatore,WHO India,61400,153,1142,1592,252,143,8,File_3
F3_51,2019,Mar,Bihar,Muzaffarpur,WHO India,269617,84,846,1259,68,74,11,File_3
F3_52,2020,Apr,Tamil Nadu,Coimbatore,NFHS,67583,273,691,998,1,170,109,File_3
F3_53,2019,Feb,Gujarat,Surat,NHM,125758,180,1495,903,174,149,136,File_3
F3_54,2019,May,Uttar Pradesh,Varanasi,HMIS,124772,250,933,2263,96,146,111,File_3
F3_55,2019,Mar,West Bengal,Kolkata,HMIS,289287,106,916,1563,133,191,132,File_3
F3_56,2019,May,Karnataka,Bengaluru,WHO India,155697,83,681,1877,269,40,49,File_3
F3_57,2021,Mar,West Bengal,Kolkata,UNICEF India,186032,168,1462,875,39,11,67,File_3
F3_58,2019,Apr,Gujarat,Vadodara,NHM,240676,149,1067,642,125,45,21,File_3
F3_59,2019,May,Karnataka,Bengaluru,Smile Foundation,274950,81,1093,337,16,130,37,File_3
F3_60,2021,Feb,Maharashtra,Nagpur,Smile Foundation,240904,87,962,1690,115,137,106,File_3
F3_61,2020,Jan,Maharashtra,Pune,WHO India,111488,218,341,2360,50,156,1,File_3
F3_62,2020,Feb,West Bengal,Siliguri,Smile Foundation,121466,71,1445,2377,65,90,120,File_3
F3_63,2020,May,Gujarat,Surat,CARE India,158692,70,199,1443,196,189,145,File_3
F3_64,2019,May,Uttar Pradesh,Lucknow,HMIS,264011,208,370,2305,193,66,97,File_3
F3_65,2020,Feb,Tamil Nadu,Chennai,HMIS,167821,37,1124,1290,12,82,15,File_3
F3_66,2021,Jan,West Bengal,Kolkata,CARE India,85911,291,1093,1998,73,102,127,File_3
F3_67,2020,May,Maharashtra,Pune,NFHS,69853,133,1348,2318,65,66,121,File_3
F3_68,2019,Mar,Tamil Nadu,Chennai,NFHS,141919,148,1138,1584,262,174,54,File_3
F3_69,2021,May,Karnataka,Mysuru,HMIS,101427,242,1220,1781,200,126,95,File_3
F3_70,2021,Apr,Bihar,Patna,CARE India,262536,161,615,537,268,181,61,File_3
F3_71,2020,Apr,Karnataka,Hubli,UNICEF India,52350,259,788,515,42,97,68,File_3
F3_72,2021,Feb,West Bengal,Howrah,UNICEF India,260805,227,1284,1600,148,0,73,File_3
F3_73,2020,May,Gujarat,Vadodara,NFHS,97581,173,880,945,53,152,133,File_3
F3_74,2021,May,Karnataka,Hubli,CARE India,153496,280,833,1377,287,98,12,File_3
F3_75,2021,Apr,Maharashtra,Pune,Smile Foundation,260231,268,208,1428,230,75,56,File_3
F3_76,2021,Apr,Bihar,Muzaffarpur,UNICEF India,113714,41,1346,2448,133,54,134,File_3
F3_77,2021,Apr,Maharashtra,Mumbai,CARE India,255404,116,731,592,287,179,104,File_3
F3_78,2021,Apr,Karnataka,Mysuru,NFHS,210841,195,900,1245,42,134,13,File_3
F3_79,2020,Feb,Karnataka,Bengaluru,HMIS,190237,79,115,2282,290,151,44,File_3
F3_80,2019,May,Karnataka,Hubli,WHO India,146342,109,370,1114,120,154,35,File_3
F3_81,2019,Feb,Gujarat,Surat,UNICEF India,193046,186,1115,1337,184,175,133,File_3
F3_82,2019,May,West Bengal,Howrah,HMIS,54526,123,1190,930,86,59,135,File_3
F3_83,2020,Feb,Karnataka,Bengaluru,WHO India,231744,215,644,1509,176,86,93,File_3
F3_84,2020,Mar,Tamil Nadu,Chennai,CARE India,273146,91,1067,1434,279,148,100,File_3
F3_85,2020,Feb,Maharashtra,Nagpur,NFHS,170162,50,522,233,170,49,98,File_3
F3_86,2019,Jan,Tamil Nadu,Chennai,Smile Foundation,204064,71,769,1695,80,25,58,File_3
F3_87,2019,Mar,Bihar,Gaya,Smile Foundation,262255,153,1053,604,179,16,84,File_3
F3_88,2020,Apr,Uttar Pradesh,Varanasi,Smile Foundation,272994,105,1229,2485,161,91,45,File_3
F3_89,2019,Feb,Bihar,Muzaffarpur,UNICEF India,253554,62,641,1439,283,44,19,File_3
F3_90,2019,Jan,West Bengal,Kolkata,Smile Foundation,154503,66,838,231,201,16,8,File_3
F3_91,2021,Feb,Karnataka,Hubli,NHM,150612,185,525,721,287,147,83,File_3
F3_92,2019,Jan,Bihar,Gaya,WHO India,133915,86,409,2222,117,19,60,File_3
F3_93,2021,Feb,Bihar,Gaya,NFHS,204433,215,872,2241,244,171,90,File_3
F3_94,2020,Feb,Karnataka,Bengaluru,NHM,296737,55,1360,939,248,69,29,File_3
F3_95,2020,May,Maharashtra,Pune,Smile Foundation,251889,118,350,633,227,3,127,File_3
F3_96,2021,Feb,Bihar,Muzaffarpur,NFHS,50291,154,1389,2250,188,82,51,File_3
F3_97,2020,Apr,Uttar Pradesh,Agra,HMIS,277520,119,642,1357,76,48,48,File_3
F3_98,2020,Jan,Gujarat,Surat,CARE India,139741,58,913,1629,43,116,93,File_3
F3_99,2020,Jan,Bihar,Gaya,HMIS,225392,220,1102,1522,267,89,82,File_3
F3_100,2019,Apr,West Bengal,Siliguri,Smile Foundation,284696,268,825,475,55,76,36,File_3
F3_101,2019,Jan,Tamil Nadu,Chennai,WHO India,81740,150,802,937,255,107,70,File_3
F3_102,2019,Feb,Karnataka,Hubli,NFHS,241137,164,892,206,50,73,58,File_3
F3_103,2020,Feb,Gujarat,Surat,UNICEF India,110491,30,641,2496,234,154,127,File_3
F3_104,2019,Mar,Gujarat,Ahmedabad,NHM,144553,253,1016,1579,53,26,62,File_3
F3_105,2020,Mar,West Bengal,Howrah,NFHS,276817,92,1129,1559,49,133,100,File_3
F3_106,2020,Jan,Gujarat,Surat,Smile Foundation,123624,207,423,2143,57,103,66,File_3
F3_107,2019,Mar,Uttar Pradesh,Agra,WHO India,172390,270,655,371,45,145,36,File_3
F3_108,2020,May,Uttar Pradesh,Agra,NFHS,192492,290,980,2059,54,35,60,File_3
F3_109,2021,May,Karnataka,Mysuru,WHO India,293694,204,1019,217,280,95,62,File_3
F3_110,2019,Apr,West Bengal,Siliguri,NHM,275295,255,114,934,108,5,68,File_3
F3_111,2021,Mar,Tamil Nadu,Chennai,NFHS,191607,271,645,971,29,136,88,File_3
F3_112,2020,Apr,West Bengal,Siliguri,HMIS,223711,216,709,822,294,54,0,File_3
F3_113,2021,Mar,Maharashtra,Mumbai,NHM,74632,152,1275,1539,44,58,77,File_3
F3_114,2019,Mar,Uttar Pradesh,Agra,CARE India,297438,247,1035,2420,92,186,128,File_3
F3_115,2019,Apr,Maharashtra,Pune,WHO India,206068,187,346,1924,18,9,37,File_3
F3_116,2021,Jan,Karnataka,Hubli,UNICEF India,135868,271,1195,2209,70,102,134,File_3
F3_117,2019,May,Karnataka,Bengaluru,NFHS,261216,93,1405,1400,135,183,142,File_3
F3_118,2020,May,Tamil Nadu,Madurai,HMIS,80994,243,490,2176,107,190,80,File_3
F3_119,2021,Mar,Uttar Pradesh,Agra,HMIS,202361,138,207,1586,199,20,107,File_3
F3_120,2021,Jan,Gujarat,Vadodara,NHM,232843,228,1447,372,110,134,14,File_3
F3_121,2021,Feb,Bihar,Patna,Smile Foundation,50063,214,283,641,44,70,123,File_3
F3_122,2021,Jan,Gujarat,Surat,Smile Foundation,151781,62,816,1459,58,122,8,File_3
F3_123,2019,Mar,Bihar,Gaya,NFHS,125531,283,914,1094,98,166,124,File_3
F3_124,2021,Jan,West Bengal,Kolkata,Smile Foundation,232729,296,690,1130,152,114,46,File_3
F3_125,2019,Apr,Tamil Nadu,Madurai,UNICEF India,283364,135,1079,2289,209,12,124,File_3
F3_126,2019,Apr,Maharashtra,Pune,NFHS,250616,105,197,2036,17,149,15,File_3
F3_127,2019,Feb,Tamil Nadu,Madurai,HMIS,277238,53,830,2042,28,80,46,File_3
F3_128,2019,Feb,West Bengal,Howrah,Smile Foundation,272981,195,386,1541,33,87,0,File_3
F3_129,2019,Mar,Tamil Nadu,Chennai,HMIS,180420,157,966,2196,120,154,6,File_3
F3_130,2019,Mar,Gujarat,Surat,NFHS,231774,189,896,364,204,127,63,File_3
F3_131,2021,Apr,Karnataka,Bengaluru,CARE India,268067,179,972,1832,58,173,62,File_3
F3_132,2021,Mar,Uttar Pradesh,Agra,NHM,67334,118,244,2472,57,44,116,File_3
F3_133,2019,Mar,Bihar,Gaya,UNICEF India,112479,199,465,1427,82,96,58,File_3
F3_134,2021,May,Gujarat,Surat,NFHS,184411,77,121,391,269,90,149,File_3
F3_135,2021,Feb,Bihar,Muzaffarpur,WHO India,200860,298,1136,2272,69,199,138,File_3
F3_136,2019,May,Gujarat,Surat,UNICEF India,210301,200,805,2157,137,17,41,File_3
F3_137,2019,Feb,Maharashtra,Pune,UNICEF India,274186,105,649,1450,177,165,25,File_3
F3_138,2021,Apr,Bihar,Muzaffarpur,Smile Foundation,262125,66,116,203,8,17,73,File_3
F3_139,2020,May,Karnataka,Mysuru,NHM,134098,85,960,910,70,176,74,File_3
F3_140,2021,Feb,West Bengal,Howrah,WHO India,86054,101,834,442,8,39,49,File_3
F3_141,2019,Mar,Bihar,Muzaffarpur,NFHS,191628,117,1271,2015,106,3,22,File_3
F3_142,2020,May,Uttar Pradesh,Lucknow,CARE India,243629,155,780,2294,297,31,93,File_3
F3_143,2019,May,Bihar,Patna,NHM,181868,121,1122,1764,109,75,6,File_3
F3_144,2020,Mar,Gujarat,Vadodara,WHO India,296678,275,822,2125,5,44,41,File_3
F3_145,2021,Feb,Karnataka,Bengaluru,NFHS,263277,156,1077,317,269,196,40,File_3
F3_146,2021,Feb,Gujarat,Surat,Smile Foundation,142581,63,100,2500,203,176,150,File_3
F3_147,2021,Mar,Uttar Pradesh,Varanasi,CARE India,84696,137,1061,599,258,168,8,File_3
F3_148,2019,Mar,Bihar,Gaya,CARE India,278747,286,434,1957,124,0,15,File_3
F3_149,2019,Jan,Maharashtra,Nagpur,WHO India,261202,161,888,2478,87,137,82,File_3
F4_0,2016,Jan,Uttar Pradesh,Lucknow,NHM,210346,267,228,564,180,181,34,File_4
F4_1,2016,Apr,Tamil Nadu,Chennai,CARE India,182591,219,1212,1238,244,14,138,File_4
F4_2,2015,Jan,Uttar Pradesh,Lucknow,CARE India,193918,220,890,776,227,59,103,File_4
F4_3,2016,Mar,Tamil Nadu,Coimbatore,WHO India,299642,277,326,2121,294,26,136,File_4
F4_4,2016,May,Tamil Nadu,Chennai,NFHS,74995,177,694,1302,280,11,65,File_4
F4_5,2017,Jan,Tamil Nadu,Chennai,HMIS,86676,266,1126,1404,271,56,146,File_4
F4_6,2016,Jan,Gujarat,Vadodara,WHO India,282042,139,319,1884,15,145,65,File_4
F4_7,2017,Feb,Maharashtra,Nagpur,HMIS,186901,140,510,1913,121,169,128,File_4
F4_8,2016,Feb,Karnataka,Bengaluru,NHM,61110,187,103,916,199,123,59,File_4
F4_9,2016,May,Gujarat,Ahmedabad,NHM,207840,48,397,716,73,64,2,File_4
F4_10,2017,Mar,Maharashtra,Nagpur,Smile Foundation,155402,273,460,1128,189,170,45,File_4
F4_11,2017,Apr,Tamil Nadu,Chennai,Smile Foundation,128432,34,985,1201,192,84,126,File_4
F4_12,2017,Apr,Gujarat,Vadodara,UNICEF India,229598,132,452,1834,174,130,131,File_4
F4_13,2016,Mar,Karnataka,Mysuru,NHM,205669,106,1117,521,259,39,120,File_4
F4_14,2015,Mar,Gujarat,Surat,Smile Foundation,200130,105,1047,1563,202,69,111,File_4
F4_15,2017,Feb,West Bengal,Siliguri,NHM,64847,111,1181,1529,176,39,114,File_4
F4_16,2017,Mar,Karnataka,Hubli,HMIS,120767,156,787,1011,30,140,55,File_4
F4_17,2015,Feb,Gujarat,Ahmedabad,Smile Foundation,296648,112,149,985,211,17,84,File_4
F4_18,2016,May,Bihar,Patna,HMIS,240065,52,426,300,34,136,11,File_4
F4_19,2015,May,Karnataka,Hubli,CARE India,153447,38,1318,2019,130,33,8,File_4
F4_20,2017,Feb,Bihar,Gaya,NHM,107905,263,1004,851,126,41,109,File_4
F4_21,2016,Jan,Gujarat,Surat,CARE India,220330,162,281,1494,16,195,69,File_4
F4_22,2016,May,Uttar Pradesh,Varanasi,Smile Foundation,82720,165,701,1619,1,145,40,File_4
F4_23,2016,Feb,Tamil Nadu,Madurai,UNICEF India,93601,220,291,1127,156,15,2,File_4
F4_24,2016,Feb,Gujarat,Surat,WHO India,150405,296,1191,1090,7,75,58,File_4
F4_25,2016,Mar,Uttar Pradesh,Varanasi,CARE India,253287,77,839,598,183,173,74,File_4
F4_26,2015,Mar,Tamil Nadu,Chennai,NHM,242922,80,336,1775,124,177,92,File_4
F4_27,2015,Mar,Karnataka,Hubli,Smile Foundation,226998,189,897,1196,254,174,84,File_4
F4_28,2016,Jan,Bihar,Gaya,Smile Foundation,201561,167,901,213,277,36,45,File_4
F4_29,2016,Apr,Bihar,Patna,Smile Foundation,127544,191,203,919,208,98,127,File_4
F4_30,2016,Feb,West Bengal,Howrah,UNICEF India,235098,245,1378,1834,47,146,43,File_4
F4_31,2015,Apr,Uttar Pradesh,Lucknow,WHO India,220112,269,1082,1819,141,28,10,File_4
F4_32,2015,May,Karnataka,Hubli,NHM,229051,188,1385,1449,142,152,58,File_4
F4_33,2015,May,Tamil Nadu,Madurai,HMIS,279420,254,990,2014,132,125,63,File_4
F4_34,2015,May,Uttar Pradesh,Varanasi,NFHS,288968,197,525,2302,92,176,11,File_4
F4_35,2016,Mar,Bihar,Patna,HMIS,185192,80,1201,1248,286,12,94,File_4
F4_36,2015,Jan,Uttar Pradesh,Lucknow,NHM,83789,118,327,2144,192,99,8,File_4
F4_37,2015,Apr,Maharashtra,Nagpur,HMIS,103707,93,509,400,9,1,85,File_4
F4_38,2017,Apr,Gujarat,Ahmedabad,Smile Foundation,91708,100,757,1324,266,54,82,File_4
F4_39,2015,Feb,Tamil Nadu,Chennai,UNICEF India,168686,129,503,751,188,137,97,File_4
F4_40,2015,Jan,West Bengal,Howrah,CARE India,249064,202,1028,1408,21,24,103,File_4
F4_41,2017,Mar,Tamil Nadu,Chennai,NFHS,187317,32,241,780,207,119,86,File_4
F4_42,2017,May,Maharashtra,Nagpur,CARE India,237444,216,145,2368,89,78,136,File_4
F4_43,2015,Apr,Tamil Nadu,Coimbatore,Smile Foundation,67499,257,458,1668,252,78,37,File_4
F4_44,2017,Jan,Maharashtra,Pune,HMIS,185623,159,573,1558,219,184,2,File_4
F4_45,2017,Mar,West Bengal,Kolkata,CARE India,256549,235,155,1665,137,74,78,File_4
F4_46,2017,Jan,West Bengal,Kolkata,WHO India,160728,224,996,2147,242,175,39,File_4
F4_47,2016,May,Gujarat,Surat,NHM,164907,80,934,2460,199,130,126,File_4
F4_48,2016,Mar,Tamil Nadu,Madurai,UNICEF India,63367,187,561,1892,82,91,1,File_4
F4_49,2015,Jan,Tamil Nadu,Coimbatore,UNICEF India,237026,270,667,2228,42,114,93,File_4
F4_50,2015,Jan,Uttar Pradesh,Agra,NFHS,171920,77,392,2338,144,172,65,File_4
F4_51,2015,Apr,Maharashtra,Mumbai,WHO India,65654,134,1369,2429,117,87,88,File_4
F4_52,2016,Jan,Uttar Pradesh,Lucknow,WHO India,120452,114,1004,2321,16,140,68,File_4
F4_53,2017,Jan,Bihar,Muzaffarpur,WHO India,184757,177,1332,814,273,98,140,File_4
F4_54,2015,Mar,Gujarat,Ahmedabad,UNICEF India,257924,80,252,695,225,21,20,File_4
F4_55,2016,Feb,Maharashtra,Mumbai,UNICEF India,170927,67,1070,952,165,153,82,File_4
F4_56,2017,Feb,West Bengal,Siliguri,Smile Foundation,63584,38,1137,1775,45,25,97,File_4
F4_57,2017,Feb,Maharashtra,Pune,UNICEF India,129442,35,906,1248,182,29,102,File_4
F4_58,2015,Mar,Bihar,Patna,WHO India,256362,124,179,1864,119,91,68,File_4
F4_59,2016,Feb,Tamil Nadu,Madurai,NFHS,189602,40,769,938,134,198,55,File_4
F4_60,2015,Jan,Uttar Pradesh,Varanasi,UNICEF India,252386,87,371,2097,32,72,142,File_4
F4_61,2016,Mar,Karnataka,Mysuru,HMIS,165645,69,1362,2056,114,15,9,File_4
F4_62,2015,May,Tamil Nadu,Madurai,Smile Foundation,219437,292,712,609,113,3,67,File_4
F4_63,2017,Mar,Uttar Pradesh,Agra,UNICEF India,270079,56,1062,1898,100,192,7,File_4
F4_64,2016,Feb,Tamil Nadu,Coimbatore,Smile Foundation,288069,277,1335,1838,84,196,109,File_4
F4_65,2016,Apr,Gujarat,Ahmedabad,HMIS,298471,107,887,2065,25,21,14,File_4
F4_66,2016,Apr,Gujarat,Surat,NHM,80515,202,1357,222,161,172,54,File_4
F4_67,2017,Mar,Gujarat,Ahmedabad,UNICEF India,130132,168,1250,2470,188,73,19,File_4
F4_68,2017,May,Tamil Nadu,Madurai,NFHS,236343,245,837,953,0,92,54,File_4
F4_69,2016,Jan,West Bengal,Howrah,Smile Foundation,222589,82,812,591,203,196,149,File_4
F4_70,2016,May,Uttar Pradesh,Varanasi,WHO India,112939,124,459,282,98,198,131,File_4
F4_71,2017,Mar,Bihar,Muzaffarpur,UNICEF India,114545,218,205,1816,249,171,132,File_4
F4_72,2016,Mar,Bihar,Gaya,WHO India,174817,86,169,2236,250,52,32,File_4
F4_73,2017,May,West Bengal,Howrah,HMIS,162242,128,727,2468,21,15,140,File_4
F4_74,2015,Apr,Tamil Nadu,Madurai,NFHS,73655,235,118,282,185,171,74,File_4
F4_75,2015,Mar,Karnataka,Mysuru,WHO India,167684,102,533,979,99,94,39,File_4
F4_76,2016,May,Gujarat,Ahmedabad,UNICEF India,130763,196,235,1537,234,4,74,File_4
F4_77,2017,Feb,West Bengal,Howrah,WHO India,151272,248,1329,2098,0,95,44,File_4
F4_78,2015,Feb,West Bengal,Howrah,NFHS,257295,195,256,1990,137,12,58,File_4
F4_79,2016,May,Tamil Nadu,Madurai,CARE India,129577,69,398,2354,125,36,64,File_4
F4_80,2017,Apr,Tamil Nadu,Chennai,WHO India,122271,231,1080,2069,207,187,126,File_4
F4_81,2016,Jan,Gujarat,Vadodara,Smile Foundation,233001,251,1116,1023,85,3,10,File_4
F4_82,2016,May,Bihar,Gaya,HMIS,280113,97,618,2275,237,136,70,File_4
F4_83,2016,Feb,West Bengal,Siliguri,CARE India,73049,194,1181,1031,130,171,149,File_4
F4_84,2015,Feb,Uttar Pradesh,Lucknow,CARE India,82129,172,1101,2327,26,147,26,File_4
F4_85,2015,Mar,Karnataka,Mysuru,WHO India,167837,81,1476,202,73,37,49,File_4
F4_86,2017,Feb,Karnataka,Bengaluru,CARE India,101456,179,660,1548,270,33,9,File_4
F4_87,2015,Apr,Karnataka,Hubli,UNICEF India,61085,38,848,1787,123,117,41,File_4
F4_88,2017,Apr,West Bengal,Howrah,NFHS,245750,167,902,1584,245,63,139,File_4
F4_89,2017,Jan,Karnataka,Bengaluru,HMIS,211696,128,1221,1845,58,125,89,File_4
F4_90,2017,May,Tamil Nadu,Chennai,WHO India,113374,206,1310,1390,147,45,50,File_4
F4_91,2016,Jan,Gujarat,Ahmedabad,NFHS,84702,44,1461,2456,3,61,39,File_4
F4_92,2016,Jan,Gujarat,Vadodara,Smile Foundation,140585,259,527,1288,297,49,102,File_4
F4_93,2017,Mar,Gujarat,Ahmedabad,WHO India,52055,220,854,1292,172,52,148,File_4
F4_94,2017,Jan,Uttar Pradesh,Agra,Smile Foundation,291815,270,1188,1137,261,165,82,File_4
F4_95,2015,Jan,Maharashtra,Nagpur,Smile Foundation,51529,76,230,741,34,5,4,File_4
F4_96,2015,May,Gujarat,Surat,UNICEF India,189805,106,887,1998,63,108,101,File_4
F4_97,2016,May,Maharashtra,Pune,UNICEF India,199064,220,1383,1497,150,18,71,File_4
F4_98,2016,Apr,Karnataka,Mysuru,WHO India,132056,285,863,1825,228,53,21,File_4
F4_99,2015,Feb,Uttar Pradesh,Lucknow,UNICEF India,291152,43,505,2358,7,64,87,File_4
F4_100,2016,Apr,Karnataka,Bengaluru,WHO India,230265,179,1118,352,254,128,142,File_4
F4_101,2017,May,Bihar,Patna,CARE India,140120,240,804,1517,9,58,19,File_4
F4_102,2015,Feb,Gujarat,Surat,NHM,84808,110,1493,1964,12,84,4,File_4
F4_103,2017,Jan,Bihar,Muzaffarpur,UNICEF India,101310,104,816,848,229,168,2,File_4
F4_104,2015,Mar,Gujarat,Vadodara,Smile Foundation,269349,119,368,2378,157,123,70,File_4
