NGO_ID,NGO_Name,State,Sector,Focus_Area,Image_Search_Link
206,India Community NGO 206,West Bengal,Poverty Relief,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+206+india+ngo+work&tbm=isch
207,India Community NGO 207,West Bengal,Women Empowerment,Education Access,https://www.google.com/search?q=India+Community+NGO+207+india+ngo+work&tbm=isch
208,India Community NGO 208,Bihar,Health,Urban Support,https://www.google.com/search?q=India+Community+NGO+208+india+ngo+work&tbm=isch
209,India Community NGO 209,Maharashtra,Human Rights,Rural Development,https://www.google.com/search?q=India+Community+NGO+209+india+ngo+work&tbm=isch
210,India Community NGO 210,Rajasthan,Health,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+210+india+ngo+work&tbm=isch
211,India Community NGO 211,Rajasthan,Women Empowerment,Food Distribution,https://www.google.com/search?q=India+Community+NGO+211+india+ngo+work&tbm=isch
212,India Community NGO 212,Karnataka,Human Rights,Food Distribution,https://www.google.com/search?q=India+Community+NGO+212+india+ngo+work&tbm=isch
213,India Community NGO 213,Delhi,Child Welfare,Urban Support,https://www.google.com/search?q=India+Community+NGO+213+india+ngo+work&tbm=isch
214,India Community NGO 214,Odisha,Women Empowerment,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+214+india+ngo+work&tbm=isch
215,India Community NGO 215,Delhi,Human Rights,Education Access,https://www.google.com/search?q=India+Community+NGO+215+india+ngo+work&tbm=isch
216,India Community NGO 216,Karnataka,Women Empowerment,Education Access,https://www.google.com/search?q=India+Community+NGO+216+india+ngo+work&tbm=isch
217,India Community NGO 217,Delhi,Environment,Rural Development,https://www.google.com/search?q=India+Community+NGO+217+india+ngo+work&tbm=isch
218,India Community NGO 218,West Bengal,Health,Education Access,https://www.google.com/search?q=India+Community+NGO+218+india+ngo+work&tbm=isch
219,India Community NGO 219,Bihar,Poverty Relief,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+219+india+ngo+work&tbm=isch
220,India Community NGO 220,Maharashtra,Human Rights,Urban Support,https://www.google.com/search?q=India+Community+NGO+220+india+ngo+work&tbm=isch
221,India Community NGO 221,Maharashtra,Education,Education Access,https://www.google.com/search?q=India+Community+NGO+221+india+ngo+work&tbm=isch
222,India Community NGO 222,Gujarat,Human Rights,Education Access,https://www.google.com/search?q=India+Community+NGO+222+india+ngo+work&tbm=isch
223,India Community NGO 223,Karnataka,Environment,Rural Development,https://www.google.com/search?q=India+Community+NGO+223+india+ngo+work&tbm=isch
224,India Community NGO 224,Bihar,Human Rights,Rural Development,https://www.google.com/search?q=India+Community+NGO+224+india+ngo+work&tbm=isch
225,India Community NGO 225,Uttar Pradesh,Environment,Urban Support,https://www.google.com/search?q=India+Community+NGO+225+india+ngo+work&tbm=isch
226,India Community NGO 226,Bihar,Environment,Urban Support,https://www.google.com/search?q=India+Community+NGO+226+india+ngo+work&tbm=isch
227,India Community NGO 227,West Bengal,Child Welfare,Urban Support,https://www.google.com/search?q=India+Community+NGO+227+india+ngo+work&tbm=isch
228,India Community NGO 228,Maharashtra,Health,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+228+india+ngo+work&tbm=isch
229,India Community NGO 229,Uttar Pradesh,Human Rights,Food Distribution,https://www.google.com/search?q=India+Community+NGO+229+india+ngo+work&tbm=isch
230,India Community NGO 230,Odisha,Women Empowerment,Food Distribution,https://www.google.com/search?q=India+Community+NGO+230+india+ngo+work&tbm=isch
231,India Community NGO 231,Tamil Nadu,Health,Food Distribution,https://www.google.com/search?q=India+Community+NGO+231+india+ngo+work&tbm=isch
232,India Community NGO 232,Rajasthan,Environment,Urban Support,https://www.google.com/search?q=India+Community+NGO+232+india+ngo+work&tbm=isch
233,India Community NGO 233,West Bengal,Education,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+233+india+ngo+work&tbm=isch
234,India Community NGO 234,Delhi,Human Rights,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+234+india+ngo+work&tbm=isch
235,India Community NGO 235,Karnataka,Health,Rural Development,https://www.google.com/search?q=India+Community+NGO+235+india+ngo+work&tbm=isch
236,India Community NGO 236,Delhi,Health,Food Distribution,https://www.google.com/search?q=India+Community+NGO+236+india+ngo+work&tbm=isch
237,India Community NGO 237,Uttar Pradesh,Poverty Relief,Food Distribution,https://www.google.com/search?q=India+Community+NGO+237+india+ngo+work&tbm=isch
238,India Community NGO 238,Uttar Pradesh,Poverty Relief,Food Distribution,https://www.google.com/search?q=India+Community+NGO+238+india+ngo+work&tbm=isch
239,India Community NGO 239,Odisha,Human Rights,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+239+india+ngo+work&tbm=isch
240,India Community NGO 240,Karnataka,Women Empowerment,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+240+india+ngo+work&tbm=isch
241,India Community NGO 241,Tamil Nadu,Education,Urban Support,https://www.google.com/search?q=India+Community+NGO+241+india+ngo+work&tbm=isch
242,India Community NGO 242,Uttar Pradesh,Environment,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+242+india+ngo+work&tbm=isch
243,India Community NGO 243,Gujarat,Poverty Relief,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+243+india+ngo+work&tbm=isch
244,India Community NGO 244,West Bengal,Education,Rural Development,https://www.google.com/search?q=India+Community+NGO+244+india+ngo+work&tbm=isch
245,India Community NGO 245,Odisha,Poverty Relief,Education Access,https://www.google.com/search?q=India+Community+NGO+245+india+ngo+work&tbm=isch
246,India Community NGO 246,Rajasthan,Education,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+246+india+ngo+work&tbm=isch
247,India Community NGO 247,Maharashtra,Poverty Relief,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+247+india+ngo+work&tbm=isch
248,India Community NGO 248,Maharashtra,Human Rights,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+248+india+ngo+work&tbm=isch
249,India Community NGO 249,Delhi,Human Rights,Urban Support,https://www.google.com/search?q=India+Community+NGO+249+india+ngo+work&tbm=isch
250,India Community NGO 250,Karnataka,Health,Urban Support,https://www.google.com/search?q=India+Community+NGO+250+india+ngo+work&tbm=isch
251,India Community NGO 251,Maharashtra,Environment,Rural Development,https://www.google.com/search?q=India+Community+NGO+251+india+ngo+work&tbm=isch
252,India Community NGO 252,Uttar Pradesh,Human Rights,Rural Development,https://www.google.com/search?q=India+Community+NGO+252+india+ngo+work&tbm=isch
253,India Community NGO 253,Bihar,Environment,Urban Support,https://www.google.com/search?q=India+Community+NGO+253+india+ngo+work&tbm=isch
254,India Community NGO 254,Odisha,Human Rights,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+254+india+ngo+work&tbm=isch
255,India Community NGO 255,West Bengal,Poverty Relief,Food Distribution,https://www.google.com/search?q=India+Community+NGO+255+india+ngo+work&tbm=isch
256,India Community NGO 256,Rajasthan,Health,Rural Development,https://www.google.com/search?q=India+Community+NGO+256+india+ngo+work&tbm=isch
257,India Community NGO 257,West Bengal,Poverty Relief,Food Distribution,https://www.google.com/search?q=India+Community+NGO+257+india+ngo+work&tbm=isch
258,India Community NGO 258,Rajasthan,Environment,Food Distribution,https://www.google.com/search?q=India+Community+NGO+258+india+ngo+work&tbm=isch
259,India Community NGO 259,Bihar,Health,Food Distribution,https://www.google.com/search?q=India+Community+NGO+259+india+ngo+work&tbm=isch
260,India Community NGO 260,Rajasthan,Human Rights,Education Access,https://www.google.com/search?q=India+Community+NGO+260+india+ngo+work&tbm=isch
261,India Community NGO 261,Odisha,Health,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+261+india+ngo+work&tbm=isch
262,India Community NGO 262,West Bengal,Education,Education Access,https://www.google.com/search?q=India+Community+NGO+262+india+ngo+work&tbm=isch
263,India Community NGO 263,Odisha,Health,Food Distribution,https://www.google.com/search?q=India+Community+NGO+263+india+ngo+work&tbm=isch
264,India Community NGO 264,Rajasthan,Child Welfare,Rural Development,https://www.google.com/search?q=India+Community+NGO+264+india+ngo+work&tbm=isch
265,India Community NGO 265,Odisha,Health,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+265+india+ngo+work&tbm=isch
266,India Community NGO 266,Bihar,Health,Urban Support,https://www.google.com/search?q=India+Community+NGO+266+india+ngo+work&tbm=isch
267,India Community NGO 267,Karnataka,Women Empowerment,Rural Development,https://www.google.com/search?q=India+Community+NGO+267+india+ngo+work&tbm=isch
268,India Community NGO 268,Odisha,Poverty Relief,Urban Support,https://www.google.com/search?q=India+Community+NGO+268+india+ngo+work&tbm=isch
269,India Community NGO 269,Delhi,Human Rights,Rural Development,https://www.google.com/search?q=India+Community+NGO+269+india+ngo+work&tbm=isch
270,India Community NGO 270,Gujarat,Environment,Rural Development,https://www.google.com/search?q=India+Community+NGO+270+india+ngo+work&tbm=isch
271,India Community NGO 271,Bihar,Poverty Relief,Education Access,https://www.google.com/search?q=India+Community+NGO+271+india+ngo+work&tbm=isch
272,India Community NGO 272,Karnataka,Women Empowerment,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+272+india+ngo+work&tbm=isch
273,India Community NGO 273,Delhi,Poverty Relief,Education Access,https://www.google.com/search?q=India+Community+NGO+273+india+ngo+work&tbm=isch
274,India Community NGO 274,Uttar Pradesh,Environment,Food Distribution,https://www.google.com/search?q=India+Community+NGO+274+india+ngo+work&tbm=isch
275,India Community NGO 275,Uttar Pradesh,Human Rights,Rural Development,https://www.google.com/search?q=India+Community+NGO+275+india+ngo+work&tbm=isch
276,India Community NGO 276,Rajasthan,Environment,Education Access,https://www.google.com/search?q=India+Community+NGO+276+india+ngo+work&tbm=isch
277,India Community NGO 277,West Bengal,Child Welfare,Urban Support,https://www.google.com/search?q=India+Community+NGO+277+india+ngo+work&tbm=isch
278,India Community NGO 278,West Bengal,Human Rights,Education Access,https://www.google.com/search?q=India+Community+NGO+278+india+ngo+work&tbm=isch
279,India Community NGO 279,Gujarat,Women Empowerment,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+279+india+ngo+work&tbm=isch
280,India Community NGO 280,Rajasthan,Health,Rural Development,https://www.google.com/search?q=India+Community+NGO+280+india+ngo+work&tbm=isch
281,India Community NGO 281,Uttar Pradesh,Women Empowerment,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+281+india+ngo+work&tbm=isch
282,India Community NGO 282,Karnataka,Women Empowerment,Urban Support,https://www.google.com/search?q=India+Community+NGO+282+india+ngo+work&tbm=isch
283,India Community NGO 283,Karnataka,Health,Education Access,https://www.google.com/search?q=India+Community+NGO+283+india+ngo+work&tbm=isch
284,India Community NGO 284,Bihar,Women Empowerment,Rural Development,https://www.google.com/search?q=India+Community+NGO+284+india+ngo+work&tbm=isch
285,India Community NGO 285,Gujarat,Women Empowerment,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+285+india+ngo+work&tbm=isch
286,India Community NGO 286,Bihar,Environment,Education Access,https://www.google.com/search?q=India+Community+NGO+286+india+ngo+work&tbm=isch
287,India Community NGO 287,Maharashtra,Health,Rural Development,https://www.google.com/search?q=India+Community+NGO+287+india+ngo+work&tbm=isch
288,India Community NGO 288,Delhi,Human Rights,Rural Development,https://www.google.com/search?q=India+Community+NGO+288+india+ngo+work&tbm=isch
289,India Community NGO 289,Delhi,Child Welfare,Urban Support,https://www.google.com/search?q=India+Community+NGO+289+india+ngo+work&tbm=isch
290,India Community NGO 290,Karnataka,Women Empowerment,Food Distribution,https://www.google.com/search?q=India+Community+NGO+290+india+ngo+work&tbm=isch
291,India Community NGO 291,Delhi,Women Empowerment,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+291+india+ngo+work&tbm=isch
292,India Community NGO 292,Karnataka,Environment,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+292+india+ngo+work&tbm=isch
293,India Community NGO 293,Uttar Pradesh,Women Empowerment,Education Access,https://www.google.com/search?q=India+Community+NGO+293+india+ngo+work&tbm=isch
294,India Community NGO 294,Odisha,Poverty Relief,Urban Support,https://www.google.com/search?q=India+Community+NGO+294+india+ngo+work&tbm=isch
295,India Community NGO 295,Odisha,Human Rights,Rural Development,https://www.google.com/search?q=India+Community+NGO+295+india+ngo+work&tbm=isch
296,India Community NGO 296,Karnataka,Education,Rural Development,https://www.google.com/search?q=India+Community+NGO+296+india+ngo+work&tbm=isch
297,India Community NGO 297,Gujarat,Human Rights,Urban Support,https://www.google.com/search?q=India+Community+NGO+297+india+ngo+work&tbm=isch
298,India Community NGO 298,West Bengal,Women Empowerment,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+298+india+ngo+work&tbm=isch
299,India Community NGO 299,Maharashtra,Environment,Education Access,https://www.google.com/search?q=India+Community+NGO+299+india+ngo+work&tbm=isch
300,India Community NGO 300,Delhi,Child Welfare,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+300+india+ngo+work&tbm=isch
301,India Community NGO 301,Karnataka,Women Empowerment,Urban Support,https://www.google.com/search?q=India+Community+NGO+301+india+ngo+work&tbm=isch
302,India Community NGO 302,Gujarat,Poverty Relief,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+302+india+ngo+work&tbm=isch
303,India Community NGO 303,Uttar Pradesh,Environment,Urban Support,https://www.google.com/search?q=India+Community+NGO+303+india+ngo+work&tbm=isch
304,India Community NGO 304,Odisha,Child Welfare,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+304+india+ngo+work&tbm=isch
305,India Community NGO 305,Delhi,Poverty Relief,Healthcare Support,https://www.google.com/search?q=India+Community+NGO+305+india+ngo+work&tbm=isch
306,India Community NGO 306,Delhi,Education,Education Access,https://www.google.com/search?q=India+Community+NGO+306+india+ngo+work&tbm=isch
307,India Community NGO 307,Bihar,Human Rights,Food Distribution,https://www.google.com/search?q=India+Community+NGO+307+india+ngo+work&tbm=isch
