village_name,state,district,year,problem_type,severity,affected_families,ngo_name,ngo_work
Lucknow,Uttar Pradesh,Lucknow,2019,Malaria Outbreak; Dengue Outbreak; Tuberculosis,High,33550,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Lucknow,Uttar Pradesh,Lucknow,2019,Malaria Outbreak; Dengue Outbreak; Tuberculosis,High,33550,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Lucknow,Uttar Pradesh,Lucknow,2019,Malaria Outbreak; Dengue Outbreak; Tuberculosis,High,33550,CybageAsha,CybageAsha is a charitable registered trust founded under the Bombay Public Trust Act 1950 in October 2003 The primary aims of the foundation are rural development alcohol deaddiction social welfare a
Pune,Maharashtra,Pune,2021,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage; Low Institutional Deliveries,High,73481,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Pune,Maharashtra,Pune,2021,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage; Low Institutional Deliveries,High,73481,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Pune,Maharashtra,Pune,2021,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage; Low Institutional Deliveries,High,73481,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Nagpur,Maharashtra,Nagpur,2019,Dengue Outbreak; Tuberculosis; Low Immunization Coverage,High,38590,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Nagpur,Maharashtra,Nagpur,2019,Dengue Outbreak; Tuberculosis; Low Immunization Coverage,High,38590,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Nagpur,Maharashtra,Nagpur,2019,Dengue Outbreak; Tuberculosis; Low Immunization Coverage,High,38590,Apnalaya,Apnalaya Our Space in English is a non profit organization founded in 1973 by Tom Holland who was then the Australian Consul General in Bombay At that time it was called Holland Welfare Centre which w
Pune,Maharashtra,Pune,2020,Malaria Outbreak; Dengue Outbreak; Tuberculosis,High,18597,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Pune,Maharashtra,Pune,2020,Malaria Outbreak; Dengue Outbreak; Tuberculosis,High,18597,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Pune,Maharashtra,Pune,2020,Malaria Outbreak; Dengue Outbreak; Tuberculosis,High,18597,CybageAsha,CybageAsha is a charitable registered trust founded under the Bombay Public Trust Act 1950 in October 2003 The primary aims of the foundation are rural development alcohol deaddiction social welfare a
Coimbatore,Tamil Nadu,Coimbatore,2021,Malaria Outbreak; Dengue Outbreak; Low Immunization Coverage,Medium,61819,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Coimbatore,Tamil Nadu,Coimbatore,2021,Malaria Outbreak; Dengue Outbreak; Low Immunization Coverage,Medium,61819,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Coimbatore,Tamil Nadu,Coimbatore,2021,Malaria Outbreak; Dengue Outbreak; Low Immunization Coverage,Medium,61819,Friends of Tribals Society,The Friends of Tribals Society FTS or Vanbandhu Parishad is a volunteer organization formed in 1989 with the goal of improving literacy and health among the Adivasi rural tribal people in India The so
Mumbai,Maharashtra,Mumbai,2021,Low Immunization Coverage,Medium,49578,Bal Bharati Public School,Bal Bharati Public School BBPS is a group of institutions educating people at school level in India Padma Vibhushan Lala Hansraj Gupta an Indian philanthropist founded the parent body the Child Educat
Mumbai,Maharashtra,Mumbai,2021,Low Immunization Coverage,Medium,49578,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Mumbai,Maharashtra,Mumbai,2021,Low Immunization Coverage,Medium,49578,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Ahmedabad,Gujarat,Ahmedabad,2020,Dengue Outbreak; Tuberculosis; Low Immunization Coverage; Low Institutional Deliveries,Low,53153,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Ahmedabad,Gujarat,Ahmedabad,2020,Dengue Outbreak; Tuberculosis; Low Immunization Coverage; Low Institutional Deliveries,Low,53153,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Ahmedabad,Gujarat,Ahmedabad,2020,Dengue Outbreak; Tuberculosis; Low Immunization Coverage; Low Institutional Deliveries,Low,53153,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Mumbai,Maharashtra,Mumbai,2019,Malaria Outbreak; Tuberculosis; Low Immunization Coverage,Medium,54909,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Mumbai,Maharashtra,Mumbai,2019,Malaria Outbreak; Tuberculosis; Low Immunization Coverage,Medium,54909,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Mumbai,Maharashtra,Mumbai,2019,Malaria Outbreak; Tuberculosis; Low Immunization Coverage,Medium,54909,CybageAsha,CybageAsha is a charitable registered trust founded under the Bombay Public Trust Act 1950 in October 2003 The primary aims of the foundation are rural development alcohol deaddiction social welfare a
Nagpur,Maharashtra,Nagpur,2019,Malaria Outbreak; Dengue Outbreak; Tuberculosis,High,19437,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Nagpur,Maharashtra,Nagpur,2019,Malaria Outbreak; Dengue Outbreak; Tuberculosis,High,19437,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Nagpur,Maharashtra,Nagpur,2019,Malaria Outbreak; Dengue Outbreak; Tuberculosis,High,19437,CybageAsha,CybageAsha is a charitable registered trust founded under the Bombay Public Trust Act 1950 in October 2003 The primary aims of the foundation are rural development alcohol deaddiction social welfare a
Hubli,Karnataka,Hubli,2020,Malaria Outbreak; Tuberculosis; Low Immunization Coverage; Low Institutional Deliveries,High,62535,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Hubli,Karnataka,Hubli,2020,Malaria Outbreak; Tuberculosis; Low Immunization Coverage; Low Institutional Deliveries,High,62535,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Hubli,Karnataka,Hubli,2020,Malaria Outbreak; Tuberculosis; Low Immunization Coverage; Low Institutional Deliveries,High,62535,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Coimbatore,Tamil Nadu,Coimbatore,2020,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,High,60259,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Coimbatore,Tamil Nadu,Coimbatore,2020,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,High,60259,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Coimbatore,Tamil Nadu,Coimbatore,2020,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,High,60259,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Madurai,Tamil Nadu,Madurai,2020,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Institutional Deliveries,High,29528,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Madurai,Tamil Nadu,Madurai,2020,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Institutional Deliveries,High,29528,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Madurai,Tamil Nadu,Madurai,2020,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Institutional Deliveries,High,29528,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
