GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2009,2009,2009,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,1662739.0,1 662 739 [1 586 105-1 747 669],1586105.0,1747669.0
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-death-rate-%28per-100-000-population-age-standardized%29,2013,2013,2013,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,18.108,18 [9-31],9.193,31.009
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-death-rate-%28per-100-000-population-age-standardized%29,2011,2011,2011,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,28.483,28 [20-36],20.096,35.683
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-ghe-hale-healthy-life-expectancy-at-age-60,2009,2009,2009,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,13.53621638,13.5 [12.9-14.2],12.94061071,14.16948284
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2017,2017,2017,SEAR,South-East Asia,IND,India,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.04247,0,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2017,2017,2017,SEAR,South-East Asia,IND,India,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.94795,0.9,,
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2022,2022,2022,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,5.439909827,5.4 [4.8-6.1],4.816096741,6.145328527
TOBACCO_MPOWER_E2_INDIRECTADBANS,Tobacco Enforce bans: E2 indirect advertising,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tobacco-enforce-bans--e2-indirect-advertising,2020,2020,2020,SEAR,South-East Asia,IND,India,TOBACCO_INDICATOR,TOBACCO_INDICATOR_E21b_indirect_ad_fines,Law requires fines for violations of promotion and sponsorship bans,,Yes,,
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/proportion-of-population-with-primary-reliance-on-fuels-and-technologies-for-cooking-by-fuel-type,2013,2013,2013,SEAR,South-East Asia,IND,India,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,16.7,16.7 [8.4 - 27.7],8.4,27.7
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-previously-treated-tb-cases,2012,2012,2012,SEAR,South-East Asia,IND,India,,,,74.0,74,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2000,2000,2000,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,1.9452156,1.9 [1.6-2.4],1.6021742,2.3535972
GHED_EXT_pc_US_SHA2011,External health expenditure (EXT) per capita in US$,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/external-health-expenditure-%28ext%29-per-capita-in-us,2015,2015,2015,SEAR,South-East Asia,IND,India,,,,0.41370557,0.41,,
NCD_UNDER70,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ncd-deaths-under-age-70-%28percent-of-all-ncd-deaths%29,2002,2002,2002,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,57.947113037,58,,
GDO_q8x5_3,Estimated number of people receiving psychosocial and rehabilitation services in community for dementia,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-people-receiving-psychosocial-and-rehabilitation-services-in-community-for-dementia,2017,2017,2017,SEAR,South-East Asia,IND,India,,,,,Not available,,
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/life-expectancy-at-age-60-%28years%29,2007,2007,2007,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,18.59795711,18.6 [18.4-18.8],18.4380594,18.76688557
SA_0000001751,"Alcohol, average daily intake in grams among drinkers, three-year average",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-average-daily-intake-in-grams-among-drinkers-with-95-ci,2012,2012,2012,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,16.811606172,16.8 [8.3 - 25.7],8.332483471,25.704525299
MH_12,Age-standardized suicide rates (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/age-standardized-suicide-rates-%28per-100-000-population%29,2020,2020,2020,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,13.18385568,13.2 [9.9-15.6],9.898618703,15.58859478
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-death-rate-%28per-100-000-population-age-standardized%29,2014,2014,2014,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,17.403,17 [12-22],11.616,22.241
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cancer-diagnosis-and-treatment-services,2023,2023,2023,SEAR,South-East Asia,IND,India,NCDCCS_SECTION,NCDCCS_SECTION_NCD_CCS_NCDPROGRESSMONITOR,Progress monitor,,partially achieved,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2008,2008,2008,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,283998.129667977,283 998,,
TOBACCO_MPOWER_W2C_TOBACCOSMOKELESS,"Tobacco Warning: W2c smokeless tobacco packaging health warnings, other characteristics",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tobacco-warning--w2c-smokeless-packaging-health-warnings--other-characteristics,2010,2010,2010,SEAR,South-East Asia,IND,India,TOBACCO_INDICATOR,TOBACCO_INDICATOR_W19_colours_numbers_C,Smokeless tobacco packaging/labelling must not use figurative or other signs for prohibited misleading terms and descriptors,,Yes,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2015,2015,2015,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,3.7281677,3.7 [3.2-4.3],3.1646151,4.3295495
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/proportion-of-population-with-primary-reliance-on-fuels-and-technologies-for-cooking-by-fuel-type,1990,1990,1990,SEAR,South-East Asia,IND,India,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,Rural,0.0,0 [0 - 0.7],0.0,0.7
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2013,2013,2013,SEAR,South-East Asia,IND,India,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.00845,0,,
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,2015,2015,2015,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,42.3,42.3 [41.6-43.0],41.6,43.0
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-overweight-prevalence,2017,2017,2017,SEAR,South-East Asia,IND,India,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,Total,1.6,1.6 [1.4-1.9],1.4,1.9
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,2015,2015,2015,SEAR,South-East Asia,IND,India,AGEGROUP,AGEGROUP_MONTHS12-17,12 to 17 months,39.2,39.2 [38.2-40.1],38.2,40.1
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2013,2013,2013,SEAR,South-East Asia,IND,India,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.01637,0,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28crude-estimate%29-%28-%29,2018,2018,2018,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,7.5170442,7.5 [6.9-8.2],6.8640098,8.1921585
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-previously-treated-tb-cases,2007,2007,2007,SEAR,South-East Asia,IND,India,,,,65.0,65,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,1957,1957,1957,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,2706395.0,2 706 395 [2 416 104-3 026 974],2416104.0,3026974.0
TAXBEV_PRICE,Beverage price,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/beverage-affordability-less-affordable-nonalcoholic,2024,2024,2024,SEAR,South-East Asia,IND,India,BEVERAGETYPE,BEVERAGETYPE_NONALCOHOLIC,Non-alcoholic,1.96,1.96,,
CHILDDEATH5TO14,Number of deaths among children 5 to 14 years of age,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-children-ages-5-to-14-years,2011,2011,2011,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,98816.0,98 816 [92 385-106 082],92385.0,106082.0
WSH_20_SAN,Attributable fraction of diarrhoea to inadequate sanitation,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/attributable-fraction-of-diarrhoea-to-inadequate-sanitation,2019,2019,2019,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,0.36444,0.36 [0.28-0.46],0.28273,0.45687
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-dalys-%28per-100-000-age-standardized%29,2019,2019,2019,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,595.449,595 [264-1180],264.306,1180.007
GDO_q8x3_1,"Accessibility of diagnostic services in community for dementia [Capital/capital and main cities/capital, main cities, rural areas]",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/accessibility-of-diagnostic-services-in-community-for-dementia-capital-capital-and-main-cities-capital-main-cities-rural-areas-,2017,2017,2017,SEAR,South-East Asia,IND,India,,,,,Not applicable,,
AIR_62,"Household and ambient air pollution attributable DALYs (per 100 000 capita, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-dalys-per-100000population,2011,2011,2011,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,1143.251,1143 [682-1699],682.03,1699.13
GDO_q5x1x1_1,Identification of different sectors in dementia care coordination  (Health),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/identification-of-different-sectors-in-dementia-care-coordination-%28health%29,2017,2017,2017,SEAR,South-East Asia,IND,India,,,,,Yes,,
NUT_CF_MAD,Minimum Acceptable Diet 6-23 months,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/minimum-acceptable-diet-6-23-months,2020,2020,2020,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,11.1,11.1 [10.7-11.5],10.7,11.5
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-dalys-%28per-100-000-age-standardized%29,2017,2017,2017,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,309.95,310 [153-557],153.09,557.068
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,1954,1954,1954,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,1253582.0,1 253 582 [1 070 982-1 468 153],1070982.0,1468153.0
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2002,2002,2002,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,0.4759117,0.5 [0.3-0.6],0.3492963,0.63022645
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-deaths,2016,2016,2016,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,202440.89,202 441 [120 095-281 097],120095.481,281096.793
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2016,2016,2016,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,4.422299664,4.4 [4.2-4.7],4.208419856,4.652022418
WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/life-expectancy-at-birth-%28years%29,2018,2018,2018,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,68.87555599,68.9 [68.4-69.5],68.35001557,69.47412105
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,1968,1968,1968,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,138.754003009,138.8 [131.3-146.5],131.296058897,146.516965818
NUT_CF_ZVF,"Zero vegetable or fruit consumption, 6-23 months",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/zero-vegetable-or-fruit-consumption--6-23-months,2017,2017,2017,SEAR,South-East Asia,IND,India,AGEGROUP,AGEGROUP_MONTHS6-11,6 to 11 months,76.6,76.6 [73.6-79.3],73.6,79.3
GHED_PVT-DCHE_SHA2011,Domestic private health expenditure (PVT-D) as percentage of current health expenditure (CHE) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/domestic-private-health-expenditure-%28pvt-d%29-as-percentage-of-current-health-expenditure-%28che%29-%28-%29,2002,2002,2002,SEAR,South-East Asia,IND,India,,,,79.38269043,79.38,,
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-hiv-among-adults-aged-15-to-49-%28-%29,2002,2002,2002,SEAR,South-East Asia,IND,India,,,,,No data,,
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-deaths,2018,2018,2018,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,64470.083,64 470 [37 249-90 894],37248.685,90893.51
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2022,2022,2022,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,1.676282001,1.7 [1.2-2.2],1.20296209,2.229540477
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cancer-diagnosis-and-treatment-services,2017,2017,2017,SEAR,South-East Asia,IND,India,NCDCCS_SECTION,NCDCCS_SECTION_NCD_CCS_MEDICINES,NCD-related medicines,,Yes,,
TOBACCO_MPOWER_E1_DIRECTADBANS,Tobacco Enforce bans: E1 direct advertising,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tobacco-enforce-bans--e1-direct-advertising,2014,2014,2014,SEAR,South-East Asia,IND,India,TOBACCO_INDICATOR,TOBACCO_INDICATOR_E1_nat_tv_radio,Ban on advertising on national television and radio,,Yes,,
NUTOVERWEIGHTNUM,"Overweight numbers among children under 5 years of age (thousands), model-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-overweight-numbers-%28in-millions%29,2011,2011,2011,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,1195.3,1195.3 [1011.7-1427.7],1011.7,1427.7
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-attributed-to-unintentional-poisoning-%28per-100-000-population%29,2010,2010,2010,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,0.268008195,0.3 [0.1-0.4],0.075278779,0.355854357
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2005,2005,2005,SEAR,South-East Asia,IND,India,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.2373,0.2,,
